Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Cultist of Bhaal,5900653-cultist-of-bhaal,FRAiF,255.0,Humanoid,Medium,generic,N,7.0,3,2600.0,1.0,4.0,4.0,2.0,3.0,2.0,1,7,4,5,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,16.0,16.0,144.5,144.5,3.7,5.7,7.0,10.0,43.5,43.5,14.0
Cultist of Myrkul,5900654-cultist-of-myrkul,FRAiF,255.0,Humanoid,Medium,generic,N,11.0,4,6800.0,1.0,2.0,4.0,5.0,4.0,2.0,1,2,8,9,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,6.0,1.0,16.0,16.0,204.0,204.0,5.7,5.7,9.0,9.0,82.5,82.5,17.0
Cyclops Oracle,5194956-cyclops-oracle,MM (2024),88.0,Giant,Huge,generic,N,10.0,4,5700.0,6.0,0.0,5.0,3.0,4.0,0.0,6,0,9,3,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,16.0,18.0,207.0,207.0,4.3,4.3,10.0,10.0,67.5,67.5,
Cyclops Sentry,5194957-cyclops-sentry,MM (2024),88.0,Giant,Huge,generic,N,6.0,3,2000.0,6.0,0.0,5.0,-1.0,-2.0,0.0,6,0,5,-1,-2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,14.0,14.0,138.0,138.0,1.3,1.3,9.0,10.0,45.0,45.0,
Daask Bruiser,5976746-daask-bruiser,EFotA,58.0,Humanoid,Medium,generic,N,9.0,4,4500.0,5.0,1.0,3.0,0.0,1.0,2.0,9,1,7,0,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,17.0,18.0,150.0,150.0,4.0,4.0,9.0,13.0,36.0,36.0,14.0
Daask Raider,5976747-daask-raider,EFotA,58.0,Humanoid,Medium,generic,N,1.0,2,150.0,3.0,1.0,1.0,0.0,0.0,-1.0,5,1,1,0,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,33.0,33.0,1.0,1.0,5.0,6.0,11.0,11.0,
Dao,5194958-dao,MM (2024),89.0,Elemental,Large,generic,N,11.0,4,6800.0,6.0,1.0,7.0,1.0,1.0,4.0,6,5,7,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,22.0,200.0,200.0,4.7,8.7,10.0,10.0,72.0,72.0,16.0
Darkenbeast,6719569-darkenbeast,AU,142.0,Monstrosity,Medium,generic,N,4.0,2,1000.0,3.0,2.0,3.0,-3.0,0.0,1.0,5,2,3,-3,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,15.0,19.0,60.0,60.0,1.3,5.3,5.0,9.0,36.0,36.0,
Darkmantle,5194959-darkmantle,MM (2024),90.0,Aberration,Small,generic,N,0.5,2,75.0,3.0,1.0,1.0,-4.0,0.0,-3.0,3,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,11.0,11.0,22.5,22.5,-0.3,-0.3,5.0,9.0,6.5,6.5,
Dead Three Scion,5900655-dead-three-scion,FRAiF,256.0,Humanoid,Medium,generic,L,16.0,5,15000.0,5.0,2.0,4.0,4.0,5.0,7.0,5,2,9,4,10,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,1.0,17.0,17.0,221.0,311.0,6.2,10.2,12.0,12.0,107.333336,150.26666,20.0
Death Cultist,5194960-death-cultist,MM (2024),86.0,Humanoid,Medium,generic,N,8.0,3,3500.0,4.0,1.0,4.0,1.0,3.0,2.0,4,1,7,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,17.0,17.0,127.5,127.5,3.5,3.5,7.0,7.0,70.833336,70.833336,14.0
Death Dog,5194961-death-dog,MM (2024),91.0,Monstrosity,Medium,generic,N,1.0,2,150.0,2.0,2.0,2.0,-4.0,1.0,-2.0,2,2,2,-4,1,-2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,14.0,39.0,39.0,0.2,0.2,4.0,4.0,9.0,9.0,12.0
Death Knight,5194963-death-knight,MM (2024),92.0,Undead,Medium,generic,L,17.0,6,18000.0,5.0,0.0,5.0,1.0,3.0,4.0,5,6,5,1,9,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,20.0,22.0,199.5,289.5,5.0,9.0,11.0,11.0,174.16667,174.16667,18.0
Death Knight Aspirant,5194962-death-knight-aspirant,MM (2024),93.0,Undead,Medium,generic,N,11.0,4,6800.0,5.0,0.0,4.0,0.0,1.0,3.0,5,4,4,0,5,3,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,20.0,22.0,178.5,178.5,3.5,7.5,9.0,9.0,77.0,77.0,15.0
Death Slaad,5194964-death-slaad,MM (2024),287.0,Aberration,Medium,generic,N,10.0,4,5700.0,5.0,2.0,4.0,2.0,0.0,4.0,5,2,4,2,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,10.0,1.0,18.0,20.0,178.5,250.2,2.8,6.8,9.0,9.0,44.0,44.0,16.0
Death Tyrant,5194965-death-tyrant,MM (2024),95.0,Undead,Large,generic,L,14.0,5,11500.0,4.0,2.0,2.0,4.0,2.0,4.0,4,2,7,4,7,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,1.0,19.0,21.0,195.0,296.4,4.7,4.7,9.0,9.0,123.0,123.0,17.0
Death Tyrant,5194965-death-tyrant,MM (2024),95.0,Undead,Large,generic,LL,15.0,5,13000.0,4.0,2.0,2.0,4.0,2.0,4.0,4,2,7,4,7,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12.0,1.0,19.0,21.0,195.0,327.6,4.7,4.7,9.0,9.0,149.0,149.0,17.0
Death’s Head,6491350-deaths-head,RTHW,242.0,Undead,Tiny,generic,N,0.5,2,75.0,-1.0,1.0,1.0,-3.0,2.0,-4.0,-1,1,1,-3,2,-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,16.0,18.0,17.5,17.5,-0.7,-0.7,3.0,3.0,10.5,10.5,
Death’s Head Tree,6491349-deaths-head-tree,RTHW,243.0,Plant,Huge,generic,N,4.0,2,1000.0,4.0,-1.0,3.0,-3.0,0.0,1.0,6,-1,3,-3,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,15.0,15.0,95.0,95.0,1.0,1.0,6.0,6.0,30.0,30.0,
Deep Dragon Wyrmling,5900656-deep-dragon-wyrmling,FRAiF,257.0,Dragon,Medium,generic,N,1.0,2,150.0,2.0,0.0,1.0,0.0,1.0,1.0,2,2,1,0,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,15.0,15.0,27.5,27.5,1.5,1.5,4.0,4.0,9.0,9.0,11.0
Deer,5194966-deer,MM (2024),352.0,Beast,Medium,generic,N,0.0,2,7.0,0.0,3.0,0.0,-4.0,2.0,-3.0,0,3,0,-4,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,13.0,13.0,4.5,4.5,-0.3,-0.3,2.0,2.0,2.5,2.5,
Demilich,5194967-demilich,MM (2024),96.0,Undead,Tiny,generic,L,18.0,6,20000.0,-5.0,5.0,0.0,5.0,3.0,5.0,-5,11,6,11,9,5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,1.25,20.0,20.0,180.0,337.5,6.2,6.2,11.0,11.0,169.16667,169.16667,19.0
Demilich,5194967-demilich,MM (2024),96.0,Undead,Tiny,generic,LL,19.0,6,22000.0,-5.0,5.0,0.0,5.0,3.0,5.0,-5,11,6,11,9,5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,17.0,1.25,20.0,20.0,180.0,375.0,6.2,6.2,11.0,11.0,193.66667,193.66667,19.0
Deva,5194968-deva,MM (2024),97.0,Celestial,Medium,generic,N,10.0,4,5700.0,4.0,4.0,4.0,3.0,5.0,5.0,4,4,4,3,9,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,17.0,17.0,229.5,257.5,5.5,9.5,8.0,8.0,51.0,51.0,
Dire Wolf,4775812-dire-wolf,MM (2024),352.0,Beast,Large,generic,N,1.0,2,150.0,3.0,2.0,2.0,-4.0,1.0,-2.0,3,2,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,14.0,22.5,22.5,0.3,0.3,5.0,6.0,8.5,8.5,
Dire Worg,5194969-dire-worg,MM (2024),335.0,Fey,Huge,generic,N,10.0,4,5700.0,6.0,2.0,4.0,-2.0,3.0,-1.0,6,6,4,-2,7,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,18.0,147.0,147.0,3.3,7.3,10.0,10.0,68.0,68.0,16.0
Displacer Beast,5194970-displacer-beast,MM (2024),98.0,Monstrosity,Large,generic,N,3.0,2,600.0,4.0,2.0,3.0,-2.0,1.0,-1.0,4,2,3,-2,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,13.0,17.0,76.5,76.5,1.2,3.2,6.0,6.0,20.5,20.5,
Diviner Archmage,6719570-diviner-archmage,AU,137.0,Humanoid,Medium,generic,N,15.0,5,13000.0,0.0,3.0,1.0,5.0,2.0,3.0,0,3,6,10,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,16.0,25.0,176.0,176.0,4.8,8.8,10.0,14.0,98.0,98.0,18.0
Djinni,5194971-djinni,MM (2024),99.0,Elemental,Large,generic,N,11.0,4,6800.0,5.0,2.0,6.0,2.0,3.0,5.0,5,6,6,2,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,17.0,21.0,218.5,218.5,5.2,9.2,9.0,9.0,66.0,66.0,17.0
Doppelganger,5174955-doppelganger,MM (2024),100.0,Monstrosity,Medium,generic,N,3.0,2,600.0,0.0,4.0,2.0,0.0,1.0,2.0,0,4,2,0,1,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,14.0,14.0,52.0,52.0,1.5,1.5,6.0,8.0,22.0,22.0,
Dracolich,5194972-dracolich,MM (2024),102.0,or,Huge,generic,L,17.0,6,18000.0,7.0,0.0,6.0,4.0,2.0,5.0,7,6,6,4,8,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,20.0,20.0,225.0,315.0,6.0,10.0,13.0,13.0,147.16667,147.16667,20.0
Dracolich,5194972-dracolich,MM (2024),102.0,or,Huge,generic,LL,18.0,6,20000.0,7.0,0.0,6.0,4.0,2.0,5.0,7,6,6,4,8,5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,12.0,1.0,20.0,20.0,225.0,345.0,6.0,10.0,13.0,13.0,169.66667,169.66667,20.0
Draft Horse,4775813-draft-horse,MM (2024),352.0,Beast,Large,generic,N,0.25,2,37.0,4.0,0.0,2.0,-4.0,0.0,-2.0,4,0,2,-4,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,10.0,10.0,15.0,15.0,0.0,0.0,6.0,6.0,6.5,6.5,
Dragon Turtle,5194973-dragon-turtle,MM (2024),103.0,Dragon,Gargantuan,generic,N,17.0,6,18000.0,7.0,0.0,5.0,0.0,1.0,1.0,7,0,11,0,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,20.0,20.0,356.5,356.5,4.3,4.3,13.0,13.0,98.333336,98.333336,19.0
Dreaming Dark Infiltrator,5976748-dreaming-dark-infiltrator,EFotA,59.0,Humanoid,Medium,generic,N,7.0,3,2600.0,2.0,3.0,2.0,4.0,3.0,3.0,2,3,2,7,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,16.0,104.0,104.0,4.3,4.3,7.0,7.0,61.666668,61.666668,15.0
Dreaming Dark Mindkiller,5976749-dreaming-dark-mindkiller,EFotA,60.0,Humanoid,Medium,generic,N,11.0,4,6800.0,2.0,4.0,3.0,5.0,4.0,3.0,2,8,3,9,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,19.0,21.0,180.0,180.0,6.2,6.2,9.0,9.0,67.0,80.4,17.0
Dretch,5194974-dretch,MM (2024),103.0,Fiend,Small,generic,N,0.25,2,37.0,1.0,0.0,1.0,-3.0,-1.0,-4.0,1,0,1,-3,-1,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,18.0,18.0,-1.0,-1.0,3.0,3.0,4.5,4.5,
Drider,5194975-drider,MM (2024),105.0,Monstrosity,Large,generic,N,6.0,3,2000.0,3.0,4.0,4.0,1.0,3.0,1.0,3,4,4,1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,19.0,19.0,123.5,123.5,2.7,2.7,7.0,9.0,39.0,39.0,14.0
Drow Elite Warrior of Lolth,5900658-drow-elite-warrior-of-lolth,FRAiF,260.0,Humanoid,Medium,generic,N,5.0,3,1400.0,1.0,4.0,2.0,0.0,1.0,1.0,1,7,5,0,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,18.0,18.0,71.5,71.5,3.0,3.0,7.0,11.0,43.0,43.0,12.0
Drow Mage of Lolth,5900659-drow-mage-of-lolth,FRAiF,261.0,Humanoid,Medium,generic,N,7.0,3,2600.0,-1.0,2.0,0.0,3.0,1.0,1.0,-1,5,0,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,81.0,81.0,2.0,2.0,6.0,10.0,63.0,63.0,14.0
Drow of Lolth,5900660-drow-of-lolth,FRAiF,260.0,Humanoid,Medium,generic,N,0.25,2,37.0,0.0,2.0,0.0,0.0,0.0,1.0,0,2,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,15.0,15.0,13.5,13.5,0.5,0.5,4.0,4.0,6.5,6.5,
Drow Priestess of Lolth,5900661-drow-priestess-of-lolth,FRAiF,261.0,Humanoid,Medium,generic,N,8.0,3,3500.0,0.0,2.0,1.0,1.0,4.0,3.0,0,2,4,1,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,16.0,99.0,138.0,3.3,3.3,5.0,5.0,72.0,72.0,
Druid,5194976-druid,MM (2024),106.0,Humanoid,Medium,generic,N,2.0,2,300.0,0.0,1.0,1.0,1.0,3.0,0.0,0,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,44.0,44.0,1.0,1.0,5.0,5.0,21.0,21.0,13.0
Dryad,5194977-dryad,MM (2024),107.0,Fey,Medium,generic,N,1.0,2,150.0,0.0,1.0,0.0,2.0,2.0,4.0,0,1,0,2,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,16.0,22.5,27.0,1.5,5.5,6.0,6.0,8.5,8.5,
Dullahan,6491351-dullahan,RTHW,244.0,Undead,Medium,generic,N,10.0,4,5700.0,4.0,2.0,3.0,0.0,2.0,3.0,4,2,7,0,2,3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,15.0,15.0,127.5,127.5,3.0,3.0,8.0,10.0,80.0,80.0,15.0
Dust Mephit,5194978-dust-mephit,MM (2024),206.0,Elemental,Small,generic,N,0.5,2,75.0,-3.0,2.0,0.0,-1.0,0.0,0.0,-3,2,0,-1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,17.5,17.5,-0.3,-0.3,4.0,4.0,4.5,6.1666665,10.0
Eagle,5194979-eagle,MM (2024),353.0,Beast,Small,generic,N,0.0,2,7.0,-2.0,2.0,1.0,-4.0,2.0,-2.0,-2,2,1,-4,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,12.0,12.0,4.5,4.5,-0.5,-0.5,4.0,4.0,4.5,4.5,
Earth Elemental,5194980-earth-elemental,MM (2024),108.0,Elemental,Large,generic,N,5.0,3,1400.0,5.0,-1.0,5.0,-3.0,0.0,-3.0,5,-1,5,-3,0,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,-1.0,1.0,17.0,17.0,147.0,147.0,0.5,0.5,8.0,8.0,28.0,28.0,
Ebonbane,6491352-ebonbane,RTHW,150.0,Construct,Small,unique,L,13.0,5,10000.0,4.0,4.0,1.0,3.0,2.0,4.0,4,4,6,3,7,4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,14.0,1.25,17.0,19.0,130.5,338.1,4.7,8.7,9.0,9.0,113.333336,113.333336,
Ebonbane,6491352-ebonbane,RTHW,150.0,Construct,Small,unique,LD,14.0,5,11500.0,4.0,4.0,1.0,3.0,2.0,4.0,4,4,6,3,7,4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0,14.0,1.25,17.0,19.0,130.5,375.6,4.7,8.7,9.0,9.0,133.33333,133.33333,
Efreeti,5194981-efreeti,MM (2024),109.0,Elemental,Large,generic,N,11.0,4,6800.0,6.0,1.0,7.0,3.0,2.0,4.0,6,1,7,3,6,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,212.5,212.5,5.2,9.2,10.0,10.0,78.0,78.0,
Elder Thing,6491353-elder-thing,RTHW,245.0,Aberration,Large,generic,N,14.0,5,11500.0,5.0,0.0,4.0,5.0,3.0,3.0,5,0,9,10,3,3,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.0,1.25,16.0,16.0,209.0,261.3,5.0,9.0,10.0,10.0,70.0,97.333336,18.0
Elemental Cataclysm,5194982-elemental-cataclysm,MM (2024),111.0,Elemental,Gargantuan,generic,L,22.0,7,41000.0,8.0,4.0,8.0,-1.0,2.0,-1.0,8,11,15,-1,9,6,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,18.0,1.25,20.0,20.0,370.0,612.5,8.0,12.0,15.0,15.0,156.0,156.0,23.0
