Monster,Monster ID,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,HP Multiplier,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Archon of the Triumvirate,175270-archon-of-the-triumvirate,GGtR,192.0,celestial,medium,legendary,L,14.0,5,11500.0,5.0,2.0,4.0,2.0,5.0,4.0,5,2,9,2,10,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.25,18.0,18.0,144.5,180.6,6.2,6.2,10.0,10.0,107.0,107.0,
Arclight Phoenix,175275-arclight-phoenix,GGtR,193.0,elemental,medium,generic,N,12.0,4,8400.0,2.0,6.0,3.0,-3.0,1.0,-2.0,2,10,3,-3,1,-2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.5,6.0,1.25,16.0,16.0,142.5,178.1,1.8,1.8,10.0,10.0,105.0,105.0,18.0
Arcturia,278045-arcturia,WDotMM,296.0,undead,medium,unique,L,21.0,7,33000.0,0.0,3.0,3.0,5.0,2.0,3.0,0,3,10,12,9,3,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.5,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,3.0,1.25,17.0,22.0,135.0,281.3,6.2,6.2,12.0,12.0,145.0,145.0,20.0
Arkhan the Cruel,416910-arkhan-the-cruel,BGDiA,111.0,humanoid,medium,unique,N,16.0,5,15000.0,5.0,1.0,4.0,0.0,0.0,4.0,5,1,4,0,5,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.25,23.0,23.0,221.0,276.3,4.0,4.0,13.0,13.0,89.0,89.0,
Armanite,94186-armanite,MToF,130.0,fiend,large,legacy,N,7.0,3,2900.0,5.0,4.0,5.0,-1.0,1.0,1.0,5,4,5,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,4.0,1.5,16.0,16.0,84.0,126.0,2.5,6.5,8.0,8.0,43.333332,43.333332,15.0
Armanite,2560726-armanite,MPMotM,50.0,fiend,large,generic,N,7.0,3,2900.0,5.0,4.0,5.0,-1.0,1.0,1.0,5,4,5,-1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,4.0,1.5,16.0,16.0,94.5,141.8,2.5,6.5,8.0,8.0,55.333332,55.333332,
Arrant Quill,1528955-arrant-quill,CM,157.0,humanoid,medium,unique,N,11.0,4,7200.0,0.0,4.0,3.0,3.0,2.0,5.0,0,4,3,7,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,14.0,14.0,135.0,135.0,4.8,4.8,9.0,9.0,88.666664,88.666664,17.0
Art Elemental Mascot,2160297-art-elemental-mascot,SACoC,185.0,elemental,small,generic,N,0.25,2,50.0,-2.0,1.0,1.0,-1.0,0.0,2.0,-2,1,1,-1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,18.0,18.0,0.2,0.2,3.0,3.0,6.0,6.0,11.0
Artus Cimber,33005-artus-cimber,ToA,212.0,humanoid,medium,unique,N,7.0,3,2900.0,0.0,2.0,1.0,3.0,3.0,4.0,0,5,1,3,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,14.0,82.5,82.5,3.2,3.2,9.0,9.0,56.0,56.0,
Ashen Rider,909474-ashen-rider,MOoT,213.0,celestial,medium,legendary,L,16.0,5,15000.0,5.0,3.0,4.0,2.0,5.0,4.0,10,3,9,2,10,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,18.0,18.0,178.5,178.5,7.2,7.2,10.0,10.0,162.0,162.0,
Aspect of Bahamut,2059705-aspect-of-bahamut,FToD,165.0,dragon,gargantuan,unique,L,30.0,9,155000.0,10.0,4.0,9.0,7.0,9.0,10.0,10,4,18,16,18,19,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,4.0,1.25,23.0,23.0,585.0,918.8,14.2,14.2,19.0,19.0,172.33333,172.33333,26.0
Aspect of Tiamat,2059706-aspect-of-tiamat,FToD,166.0,dragon,gargantuan,unique,L,30.0,9,155000.0,10.0,2.0,10.0,5.0,5.0,8.0,10,11,19,5,14,17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.25,23.0,23.0,574.0,905.0,12.7,12.7,19.0,14.0,214.0,214.0,21.0
Aspirant of the Comet,3960599-aspirant-of-the-comet,TBoMT,91.0,humanoid,medium,generic,N,0.5,2,100.0,1.0,1.0,1.0,0.0,0.0,1.0,1,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,27.5,27.5,0.7,0.7,3.0,3.0,5.5,12.5,11.0
Assassin,16790-assassin,MM (2014),343.0,humanoid,medium,generic,N,8.0,3,3900.0,0.0,3.0,2.0,1.0,0.0,0.0,0,6,2,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,3.0,1.0,15.0,15.0,78.0,78.0,2.0,4.0,6.0,8.0,76.0,99.333336,15.0
Assassin Vine,33010-assassin-vine,ToA,213.0,plant,large,generic,N,3.0,2,700.0,4.0,0.0,3.0,-5.0,0.0,-5.0,4,0,3,-5,0,-5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,85.0,85.0,-0.5,-0.5,6.0,6.0,37.0,37.0,
Asteria,3960600-asteria,TBoMT,188.0,humanoid,medium,unique,L,18.0,6,20000.0,1.0,5.0,3.0,2.0,0.0,5.0,1,11,9,2,6,11,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,18.0,22.0,195.0,315.0,6.7,10.7,11.0,13.0,155.5,155.5,
Astral Blight,2821149-astral-blight,SAiS:LoX,10.0,plant,medium,generic,N,1.0,2,200.0,3.0,-1.0,2.0,-2.0,0.0,-4.0,3,-1,2,-2,0,-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-1.0,1.0,12.0,12.0,26.0,26.0,-0.3,-0.3,5.0,5.0,20.0,20.0,
Astral Dreadnought,93789-astral-dreadnought,MToF,117.0,monstrosity,gargantuan,legacy,L,21.0,7,33000.0,9.0,-2.0,7.0,-3.0,2.0,4.0,9,5,7,-3,9,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,20.0,20.0,297.5,387.5,5.2,5.2,16.0,16.0,134.0,134.0,
Astral Dreadnought,2560727-astral-dreadnought,MPMotM,51.0,monstrosity,gargantuan,legendary,L,21.0,7,33000.0,9.0,-2.0,7.0,-3.0,2.0,4.0,9,5,7,-3,9,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,20.0,20.0,297.5,387.5,5.2,5.2,16.0,16.0,134.0,134.0,19.0
Astral Elf Aristocrat,2821150-astral-elf-aristocrat,SAiS:BAM,11.0,humanoid,medium,generic,N,8.0,3,3900.0,0.0,2.0,0.0,5.0,4.0,4.0,0,2,0,8,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,16.0,103.5,103.5,4.0,4.0,5.0,5.0,68.0,68.0,16.0
Astral Elf Commander,2821151-astral-elf-commander,SAiS:BAM,12.0,humanoid,medium,generic,N,7.0,3,2900.0,1.0,2.0,1.0,4.0,4.0,4.0,1,5,4,4,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.0,17.0,143.0,143.0,4.7,4.7,5.0,5.0,41.0,41.0,
Astral Elf Honor Guard,2821152-astral-elf-honor-guard,SAiS:BAM,12.0,humanoid,medium,generic,N,5.0,3,1800.0,2.0,2.0,1.0,3.0,3.0,3.0,2,2,1,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.0,17.0,93.5,93.5,3.3,3.3,5.0,5.0,47.0,47.0,
Astral Elf Star Priest,2821153-astral-elf-star-priest,SAiS:BAM,13.0,humanoid,medium,generic,N,5.0,3,1800.0,0.0,0.0,0.0,3.0,5.0,3.0,0,0,0,6,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,13.0,13.0,90.0,90.0,3.3,3.3,3.0,6.0,44.5,44.5,16.0
Astral Elf Warrior,2821154-astral-elf-warrior,SAiS:BAM,13.0,humanoid,medium,generic,N,3.0,2,700.0,1.0,2.0,0.0,3.0,3.0,2.0,1,4,0,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,16.0,58.5,58.5,2.5,2.5,4.0,4.0,34.0,34.0,
Athar Null,3883517-athar-null,PAitM:MPP,53.0,humanoid,medium,generic,N,5.0,3,1800.0,1.0,3.0,2.0,2.0,2.0,0.0,1,6,2,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,15.0,84.5,129.5,2.7,2.7,6.0,6.0,38.0,38.0,
Atropal,33015-atropal,ToA,214.0,undead,huge,legendary,L,13.0,5,10000.0,4.0,-3.0,6.0,7.0,4.0,7.0,4,-3,11,7,9,7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,-3.0,1.5,7.0,7.0,225.0,418.5,5.8,9.8,11.0,11.0,67.0,67.0,19.0
Aurak Draconian,3081099-aurak-draconian,DSotDQ,196.0,monstrosity,medium,generic,N,6.0,3,2300.0,1.0,2.0,3.0,3.0,0.0,3.0,1,2,3,6,3,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,17.0,17.0,67.5,67.5,3.5,3.5,6.0,6.0,31.0,37.0,14.0
Aurelia,175815-aurelia,GGtR,230.0,celestial,medium,unique,L,23.0,7,50000.0,8.0,7.0,7.0,3.0,7.0,10.0,8,14,14,3,7,17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,7.0,1.0,22.0,26.0,287.5,377.5,10.5,14.5,15.0,15.0,160.0,160.0,
Auril (First Form),1123062-auril-first-form,IDRotF,275.0,monstrosity,medium,unique,LL,9.0,4,5000.0,2.0,3.0,5.0,7.0,8.0,9.0,2,3,9,7,12,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,13.0,13.0,95.0,135.0,7.0,11.0,10.0,10.0,71.0,71.0,21.0
Auril (Second Form),1123063-auril-second-form,IDRotF,277.0,elemental,large,unique,LL,10.0,4,5900.0,3.0,3.0,5.0,7.0,8.0,9.0,3,3,9,7,12,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,16.0,16.0,136.5,196.5,7.2,11.2,10.0,10.0,108.666664,108.666664,21.0
Auril (Third Form),1123064-auril-third-form,IDRotF,278.0,elemental,small,unique,LL,11.0,4,7200.0,-5.0,1.0,5.0,7.0,8.0,9.0,-5,1,9,7,12,9,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,19.0,19.0,136.0,166.0,5.5,9.5,13.0,13.0,80.0,80.0,21.0
Aurnozci,3960601-aurnozci,TBoMT,167.0,fiend,gargantuan,unique,L,22.0,7,41000.0,8.0,5.0,8.0,-2.0,5.0,4.0,15,5,15,-2,5,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,5.0,1.25,16.0,16.0,370.0,631.3,7.0,11.0,15.0,15.0,121.666664,121.666664,20.0
Aurnozci,3960601-aurnozci,TBoMT,167.0,fiend,gargantuan,unique,LL,23.0,7,50000.0,8.0,5.0,8.0,-2.0,5.0,4.0,15,5,15,-2,5,4,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,5.0,1.25,16.0,16.0,370.0,631.3,7.0,11.0,15.0,15.0,170.33333,170.33333,20.0
Aurochs,17320-aurochs,VGtM,208.0,beast,large,legacy,N,2.0,2,450.0,5.0,0.0,4.0,-4.0,1.0,-3.0,5,0,4,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,38.0,38.0,0.5,0.5,7.0,7.0,14.0,17.0,
Aurochs,2560728-aurochs,MPMotM,71.0,beast,large,generic,N,2.0,2,450.0,5.0,0.0,4.0,-4.0,1.0,-3.0,5,0,4,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,38.0,38.0,0.5,0.5,7.0,7.0,14.0,17.0,
Aurumach Rilmani,3883518-aurumach-rilmani,PAitM:MPP,43.0,celestial,large,legendary,L,17.0,6,18000.0,5.0,5.0,4.0,5.0,4.0,3.0,5,11,4,11,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,5.0,1.0,18.0,18.0,285.0,285.0,6.3,6.3,11.0,11.0,90.0,99.0,19.0
Aurumvorax,2739093-aurumvorax,JttRC,105.0,monstrosity,small,generic,N,2.0,2,450.0,2.0,1.0,1.0,-4.0,1.0,-2.0,4,1,3,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,36.0,45.0,0.5,0.5,5.0,5.0,17.5,17.5,
Aurumvorax Den Leader,2739092-aurumvorax-den-leader,JttRC,105.0,monstrosity,medium,generic,N,4.0,2,1100.0,4.0,2.0,2.0,-4.0,1.0,-1.0,6,2,4,-4,1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,16.0,16.0,52.0,65.5,1.3,1.3,6.0,7.0,35.0,35.0,
Autognome,2821155-autognome,SAiS:BAM,13.0,construct,small,generic,N,2.0,2,450.0,1.0,-2.0,3.0,-3.0,0.0,-2.0,1,-2,5,-3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-2.0,1.0,16.0,16.0,39.0,39.0,0.5,0.5,3.0,3.0,14.0,14.0,
Autumn Eladrin,96541-autumn-eladrin,MToF,195.0,fey,medium,legacy,N,10.0,4,5900.0,1.0,3.0,3.0,2.0,3.0,4.0,1,3,3,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.5,19.0,19.0,127.5,239.1,2.7,6.7,7.0,7.0,25.5,25.5,
Autumn Eladrin,2560729-autumn-eladrin,MPMotM,115.0,fey,medium,generic,N,10.0,4,5900.0,1.0,3.0,3.0,2.0,3.0,4.0,1,3,3,2,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,3.0,1.0,19.0,19.0,165.0,206.3,2.7,6.7,7.0,7.0,60.0,60.0,13.0
Avarice,1123065-avarice,IDRotF,269.0,humanoid,medium,unique,N,7.0,3,2900.0,-1.0,3.0,2.0,3.0,0.0,-1.0,-1,3,2,6,3,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,16.0,19.0,84.5,84.5,2.0,2.0,6.0,6.0,95.333336,95.333336,14.0
Avoral Guardinal,3883519-avoral-guardinal,PAitM:MPP,32.0,celestial,medium,generic,N,9.0,4,5000.0,3.0,4.0,3.0,3.0,3.0,4.0,3,8,3,3,3,8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,16.0,18.0,172.5,172.5,4.7,4.7,8.0,10.0,62.0,62.0,15.0
Awakened Shrub,16791-awakened-shrub,MM (2014),317.0,plant,small,generic,N,0.0,2,10.0,-4.0,-1.0,0.0,0.0,0.0,-2.0,-4,-1,0,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,9.0,9.0,10.5,10.5,-1.2,-1.2,1.0,1.0,1.5,1.5,
Awakened Tree,16792-awakened-tree,MM (2014),317.0,plant,huge,generic,N,2.0,2,450.0,4.0,-2.0,2.0,0.0,0.0,-2.0,4,-2,2,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,1.0,13.0,13.0,59.5,59.5,0.3,0.3,6.0,6.0,14.5,14.5,
Awakened White Moose,1123066-awakened-white-moose,IDRotF,82.0,beast,large,generic,N,3.0,2,700.0,4.0,0.0,3.0,0.0,1.0,-2.0,4,0,3,0,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,11.0,11.0,68.0,68.0,1.0,1.0,6.0,6.0,25.0,25.0,
Axe Beak,16793-axe-beak,MM (2014),317.0,beast,large,generic,N,0.25,2,50.0,2.0,1.0,1.0,-4.0,0.0,-3.0,2,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,19.5,19.5,-0.5,-0.5,4.0,4.0,6.5,6.5,
Ayo Jabe (Tier 1),2407529-ayo-jabe-tier-1,CRCotN,188.0,humanoid,medium,unique,N,3.0,2,700.0,2.0,2.0,2.0,0.0,1.0,1.0,4,4,2,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,14.0,65.0,65.0,2.0,2.0,4.0,4.0,22.0,22.0,
Ayo Jabe (Tier 2),2407530-ayo-jabe-tier-2,CRCotN,190.0,humanoid,medium,unique,N,5.0,3,1800.0,2.0,3.0,2.0,0.0,2.0,1.0,5,6,2,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,15.0,15.0,97.5,97.5,2.7,2.7,6.0,6.0,36.0,36.0,
Ayo Jabe (Tier 3),2407531-ayo-jabe-tier-3,CRCotN,192.0,humanoid,medium,unique,N,8.0,3,3900.0,3.0,5.0,3.0,0.0,3.0,2.0,6,8,3,0,3,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,17.0,17.0,150.0,150.0,3.7,3.7,8.0,8.0,54.0,54.0,
Azbara Jos,17467-azbara-jos,HotDQ,88.0,humanoid,medium,unique,N,4.0,2,1100.0,-1.0,3.0,2.0,3.0,1.0,0.0,-1,3,2,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,16.0,21.0,39.0,39.0,2.0,2.0,5.0,5.0,56.0,56.0,13.0
Azer,16794-azer,MM (2014),22.0,elemental,medium,generic,N,2.0,2,450.0,3.0,1.0,2.0,1.0,1.0,0.0,3,1,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,39.0,39.0,1.7,1.7,5.0,5.0,22.0,22.0,
B’rohg,2821157-brohg,SAiS:BAM,16.0,giant,huge,generic,N,6.0,3,2300.0,5.0,2.0,5.0,-3.0,0.0,-2.0,5,2,5,-3,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,14.0,14.0,92.0,92.0,1.2,1.2,8.0,8.0,48.0,48.0,
