Book,Page,Type,Category,Legendary,CR,PB,Size,Str,Dex,Con,Int,Wis,Cha,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Prof,Dex Prof,Con Prof,Int Prof,Wis Prof,Cha Prof,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save
MM,321.0,monstrosity,generic,N,1.0,2.0,medium,15.0,14.0,14.0,3.0,13.0,6.0,2.0,2.0,2.0,-4.0,1.0,-2.0,False,False,False,False,False,False,2.0,2.0,2.0,-4.0,1.0,-2.0
CRCotN,197.0,aberration,generic,N,11.0,4.0,huge,23.0,15.0,19.0,6.0,9.0,4.0,6.0,2.0,4.0,-2.0,-1.0,-3.0,True,False,False,False,True,False,10.0,2.0,4.0,-2.0,3.0,-3.0
MPMotM,85.0,aberration,generic,N,10.0,4.0,large,18.0,14.0,18.0,10.0,12.0,10.0,4.0,2.0,4.0,0.0,1.0,0.0,False,False,True,False,True,False,4.0,2.0,8.0,0.0,5.0,0.0
VGtM,124.0,aberration,legacy,N,10.0,4.0,large,18.0,14.0,18.0,10.0,12.0,10.0,4.0,2.0,4.0,0.0,1.0,0.0,False,False,True,False,True,False,4.0,2.0,8.0,0.0,5.0,0.0
MM,47.0,undead,generic,N,17.0,6.0,medium,20.0,11.0,20.0,12.0,16.0,18.0,5.0,0.0,5.0,1.0,3.0,4.0,False,True,False,False,True,True,5.0,6.0,5.0,1.0,9.0,10.0
MM,29.0,undead,legendary,L,14.0,5.0,large,10.0,14.0,14.0,19.0,15.0,19.0,0.0,2.0,2.0,4.0,2.0,4.0,True,False,True,True,True,True,5.0,2.0,7.0,9.0,7.0,9.0
MM,29.0,undead,legendary,LL,15.0,5.0,large,10.0,14.0,14.0,19.0,15.0,19.0,0.0,2.0,2.0,4.0,2.0,4.0,True,False,True,True,True,True,5.0,2.0,7.0,9.0,7.0,9.0
BGDiA,233.0,humanoid,generic,N,5.0,3.0,medium,20.0,20.0,20.0,14.0,13.0,16.0,5.0,5.0,5.0,2.0,1.0,3.0,False,False,False,False,False,False,5.0,5.0,5.0,2.0,1.0,3.0
VRGtR,232.0,undead,generic,N,0.5,2.0,tiny,8.0,13.0,12.0,5.0,14.0,3.0,-1.0,1.0,1.0,-3.0,2.0,-4.0,False,False,False,False,False,False,-1.0,1.0,1.0,-3.0,2.0,-4.0
VRGtR,232.0,undead,generic,N,0.5,2.0,tiny,8.0,13.0,12.0,5.0,14.0,3.0,-1.0,1.0,1.0,-3.0,2.0,-4.0,False,False,False,False,False,False,-1.0,1.0,1.0,-3.0,2.0,-4.0
VRGtR,232.0,undead,generic,N,0.5,2.0,tiny,8.0,13.0,12.0,5.0,14.0,3.0,-1.0,1.0,1.0,-3.0,2.0,-4.0,False,False,False,False,False,False,-1.0,1.0,1.0,-3.0,2.0,-4.0
MPMotM,86.0,undead,generic,N,4.0,2.0,medium,11.0,15.0,10.0,14.0,12.0,16.0,0.0,2.0,0.0,2.0,1.0,3.0,False,False,False,True,False,True,0.0,2.0,0.0,4.0,1.0,5.0
MToF,128.0,undead,legacy,N,4.0,2.0,medium,11.0,15.0,10.0,14.0,12.0,16.0,0.0,2.0,0.0,2.0,1.0,3.0,False,False,False,True,False,True,0.0,2.0,0.0,4.0,1.0,5.0
MPMotM,87.0,undead,generic,N,8.0,3.0,medium,11.0,16.0,12.0,15.0,12.0,17.0,0.0,3.0,1.0,2.0,1.0,3.0,False,False,False,True,False,True,0.0,3.0,1.0,5.0,1.0,6.0
MToF,129.0,undead,legacy,N,8.0,3.0,medium,11.0,16.0,12.0,15.0,12.0,17.0,0.0,3.0,1.0,2.0,1.0,3.0,False,False,False,True,False,True,0.0,3.0,1.0,5.0,1.0,6.0
MPMotM,87.0,undead,generic,N,3.0,2.0,medium,11.0,14.0,16.0,12.0,14.0,16.0,0.0,2.0,3.0,1.0,2.0,3.0,False,False,False,False,True,False,0.0,2.0,3.0,1.0,4.0,3.0
TftYP,233.0,undead,generic,N,3.0,2.0,medium,11.0,14.0,16.0,12.0,14.0,16.0,0.0,2.0,3.0,1.0,2.0,3.0,False,False,False,False,True,False,0.0,2.0,3.0,1.0,4.0,3.0
FToD,175.0,dragon,generic,N,1.0,2.0,medium,14.0,11.0,12.0,11.0,12.0,13.0,2.0,0.0,1.0,0.0,1.0,1.0,False,True,True,False,True,True,2.0,2.0,3.0,0.0,3.0,3.0
FToD,174.0,dragon,legendary,L,11.0,4.0,huge,20.0,14.0,18.0,16.0,16.0,18.0,5.0,2.0,4.0,3.0,3.0,4.0,False,True,True,False,True,True,5.0,6.0,8.0,3.0,7.0,8.0
FToD,174.0,dragon,legendary,LL,12.0,4.0,huge,20.0,14.0,18.0,16.0,16.0,18.0,5.0,2.0,4.0,3.0,3.0,4.0,False,True,True,False,True,True,5.0,6.0,8.0,3.0,7.0,8.0
FToD,173.0,dragon,legendary,L,18.0,6.0,gargantuan,23.0,16.0,20.0,19.0,18.0,21.0,6.0,3.0,5.0,4.0,4.0,5.0,False,True,True,False,True,True,6.0,9.0,11.0,4.0,10.0,11.0
FToD,173.0,dragon,legendary,LL,19.0,6.0,gargantuan,23.0,16.0,20.0,19.0,18.0,21.0,6.0,3.0,5.0,4.0,4.0,5.0,False,True,True,False,True,True,6.0,9.0,11.0,4.0,10.0,11.0
FToD,175.0,dragon,generic,N,5.0,3.0,large,18.0,13.0,16.0,12.0,14.0,16.0,4.0,1.0,3.0,1.0,2.0,3.0,False,True,True,False,True,True,4.0,4.0,6.0,1.0,5.0,6.0
MPMotM,71.0,beast,generic,N,0.25,2.0,medium,18.0,10.0,14.0,2.0,10.0,4.0,4.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4.0,0.0,2.0,-4.0,0.0,-3.0
VGtM,207.0,beast,legacy,N,0.25,2.0,medium,18.0,10.0,14.0,2.0,10.0,4.0,4.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,4.0,0.0,2.0,-4.0,0.0,-3.0
MPMotM,88.0,monstrosity,generic,N,3.0,2.0,medium,18.0,13.0,16.0,10.0,12.0,14.0,4.0,1.0,3.0,0.0,1.0,2.0,False,False,False,False,True,True,4.0,1.0,3.0,0.0,3.0,4.0
VGtM,135.0,humanoid,legacy,N,3.0,2.0,medium,18.0,13.0,16.0,10.0,12.0,14.0,4.0,1.0,3.0,0.0,1.0,2.0,False,False,False,False,True,True,4.0,1.0,3.0,0.0,3.0,4.0
MPMotM,95.0,beast,generic,N,1.0,2.0,medium,15.0,15.0,14.0,4.0,12.0,6.0,2.0,2.0,2.0,-3.0,1.0,-2.0,False,False,False,False,False,False,2.0,2.0,2.0,-3.0,1.0,-2.0
VGtM,139.0,beast,legacy,N,1.0,2.0,medium,15.0,15.0,14.0,4.0,12.0,6.0,2.0,2.0,2.0,-3.0,1.0,-2.0,False,False,False,False,False,False,2.0,2.0,2.0,-3.0,1.0,-2.0
MM,48.0,undead,legendary,L,18.0,6.0,tiny,1.0,20.0,10.0,20.0,17.0,20.0,-5.0,5.0,0.0,5.0,3.0,5.0,False,False,True,True,True,True,-5.0,5.0,6.0,11.0,9.0,11.0
MM,48.0,undead,legendary,LL,20.0,6.0,tiny,1.0,20.0,10.0,20.0,17.0,20.0,-5.0,5.0,0.0,5.0,3.0,5.0,False,False,True,True,True,True,-5.0,5.0,6.0,11.0,9.0,11.0
MPMotM,90.0,fiend,unique,LL,26.0,8.0,huge,29.0,14.0,26.0,20.0,17.0,25.0,9.0,2.0,8.0,5.0,3.0,7.0,False,True,True,False,True,True,9.0,10.0,16.0,5.0,11.0,15.0
MToF,144.0,fiend,legacy,LL,26.0,8.0,huge,29.0,14.0,26.0,20.0,17.0,25.0,9.0,2.0,8.0,5.0,3.0,7.0,False,True,True,False,True,True,9.0,10.0,16.0,5.0,11.0,15.0
OotA,236.0,fiend,unique,LL,26.0,8.0,huge,29.0,14.0,26.0,20.0,17.0,25.0,9.0,2.0,8.0,5.0,3.0,7.0,False,True,True,False,True,True,9.0,10.0,16.0,5.0,11.0,15.0
CRCotN,188.0,humanoid,unique,N,3.0,2.0,small,16.0,12.0,14.0,10.0,16.0,10.0,3.0,1.0,2.0,0.0,3.0,0.0,False,False,False,False,True,True,3.0,1.0,2.0,0.0,5.0,2.0
CRCotN,191.0,humanoid,unique,N,5.0,3.0,small,18.0,12.0,14.0,10.0,18.0,10.0,4.0,1.0,2.0,0.0,4.0,0.0,False,False,False,False,True,True,4.0,1.0,2.0,0.0,7.0,3.0
CRCotN,193.0,humanoid,unique,N,8.0,3.0,small,18.0,12.0,14.0,10.0,20.0,10.0,4.0,1.0,2.0,0.0,5.0,0.0,False,False,False,False,True,True,4.0,1.0,2.0,0.0,8.0,3.0
MPMotM,91.0,aberration,generic,N,0.25,2.0,small,10.0,14.0,12.0,11.0,5.0,9.0,0.0,2.0,1.0,0.0,-3.0,-1.0,False,False,False,False,False,False,0.0,2.0,1.0,0.0,-3.0,-1.0
OotA,224.0,humanoid,generic,N,0.25,2.0,small,10.0,14.0,12.0,11.0,5.0,9.0,0.0,2.0,1.0,0.0,-3.0,-1.0,False,False,False,False,False,False,0.0,2.0,1.0,0.0,-3.0,-1.0
MPMotM,92.0,aberration,generic,N,3.0,2.0,small,9.0,14.0,12.0,11.0,5.0,14.0,-1.0,2.0,1.0,0.0,-3.0,2.0,False,False,False,False,False,False,-1.0,2.0,1.0,0.0,-3.0,2.0
MToF,159.0,humanoid,legacy,N,3.0,2.0,small,9.0,14.0,12.0,11.0,5.0,14.0,-1.0,2.0,1.0,0.0,-3.0,2.0,False,False,False,False,False,False,-1.0,2.0,1.0,0.0,-3.0,2.0
OotA,225.0,humanoid,generic,N,3.0,2.0,small,9.0,14.0,12.0,11.0,5.0,14.0,-1.0,2.0,1.0,0.0,-3.0,2.0,False,False,False,False,False,False,-1.0,2.0,1.0,0.0,-3.0,2.0
MM,70.0,fiend,generic,N,5.0,3.0,medium,16.0,17.0,18.0,12.0,14.0,14.0,3.0,3.0,4.0,1.0,2.0,2.0,True,False,True,False,True,True,6.0,3.0,7.0,1.0,5.0,5.0
MM,70.0,fiend,generic,N,3.0,2.0,medium,16.0,15.0,15.0,9.0,11.0,11.0,3.0,2.0,2.0,-1.0,0.0,0.0,True,False,True,False,True,False,5.0,2.0,4.0,-1.0,2.0,0.0
MM,71.0,fiend,generic,N,9.0,4.0,large,18.0,16.0,18.0,13.0,14.0,16.0,4.0,3.0,4.0,1.0,2.0,3.0,False,False,False,True,True,True,4.0,3.0,4.0,5.0,6.0,7.0
MM,72.0,fiend,generic,N,8.0,3.0,medium,18.0,15.0,18.0,11.0,12.0,14.0,4.0,2.0,4.0,0.0,1.0,2.0,False,False,True,False,True,True,4.0,2.0,7.0,0.0,4.0,5.0
MM,74.0,fiend,generic,N,11.0,4.0,large,22.0,17.0,21.0,12.0,16.0,17.0,6.0,3.0,5.0,1.0,3.0,3.0,True,True,False,False,True,True,10.0,7.0,5.0,1.0,7.0,7.0
MM,75.0,fiend,generic,N,14.0,5.0,large,21.0,14.0,18.0,18.0,15.0,18.0,5.0,2.0,4.0,4.0,2.0,4.0,False,True,True,False,True,True,5.0,7.0,9.0,4.0,7.0,9.0
MM,78.0,fiend,generic,N,2.0,2.0,small,10.0,15.0,12.0,11.0,14.0,8.0,0.0,2.0,1.0,0.0,2.0,-1.0,False,False,False,False,False,False,0.0,2.0,1.0,0.0,2.0,-1.0
MPMotM,93.0,undead,generic,N,13.0,5.0,large,20.0,12.0,20.0,13.0,10.0,16.0,5.0,1.0,5.0,1.0,0.0,3.0,False,False,False,False,False,False,5.0,1.0,5.0,1.0,0.0,3.0
VGtM,138.0,fiend,legacy,N,13.0,5.0,large,20.0,12.0,20.0,13.0,10.0,16.0,5.0,1.0,5.0,1.0,0.0,3.0,False,False,False,False,False,False,5.0,1.0,5.0,1.0,0.0,3.0
MPMotM,94.0,fiend,generic,N,7.0,3.0,medium,17.0,10.0,19.0,7.0,10.0,9.0,3.0,0.0,4.0,-2.0,0.0,-1.0,True,False,False,False,False,False,6.0,0.0,4.0,-2.0,0.0,-1.0
MToF,248.0,fiend,legacy,N,7.0,3.0,medium,17.0,10.0,19.0,7.0,10.0,9.0,3.0,0.0,4.0,-2.0,0.0,-1.0,True,False,False,False,False,False,6.0,0.0,4.0,-2.0,0.0,-1.0
MPMotM,95.0,beast,generic,N,0.25,2.0,medium,14.0,10.0,15.0,2.0,10.0,5.0,2.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2.0,0.0,2.0,-4.0,0.0,-3.0
VGtM,139.0,beast,legacy,N,0.25,2.0,medium,14.0,10.0,15.0,2.0,10.0,5.0,2.0,0.0,2.0,-4.0,0.0,-3.0,False,False,False,False,False,False,2.0,0.0,2.0,-4.0,0.0,-3.0
MM,81.0,monstrosity,generic,N,3.0,2.0,large,18.0,15.0,16.0,6.0,12.0,8.0,4.0,2.0,3.0,-2.0,1.0,-1.0,False,False,False,False,False,False,4.0,2.0,3.0,-2.0,1.0,-1.0
WBtW,108.0,monstrosity,generic,N,0.125,2.0,small,12.0,13.0,12.0,4.0,10.0,6.0,1.0,1.0,1.0,-3.0,0.0,-2.0,False,False,False,False,False,False,1.0,1.0,1.0,-3.0,0.0,-2.0
ERftLW,290.0,aberration,generic,N,3.0,2.0,medium,14.0,18.0,12.0,13.0,14.0,11.0,2.0,4.0,1.0,1.0,2.0,0.0,False,False,False,False,False,False,2.0,4.0,1.0,1.0,2.0,0.0
ERftLW,291.0,aberration,generic,N,0.5,2.0,small,15.0,14.0,12.0,8.0,10.0,8.0,2.0,2.0,1.0,-1.0,0.0,-1.0,False,False,False,False,False,False,2.0,2.0,1.0,-1.0,0.0,-1.0
MPMotM,97.0,beast,generic,N,0.125,2.0,medium,14.0,13.0,13.0,6.0,12.0,7.0,2.0,1.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2.0,1.0,1.0,-2.0,1.0,-2.0
VGtM,208.0,beast,legacy,N,0.125,2.0,medium,14.0,13.0,13.0,6.0,12.0,7.0,2.0,1.0,1.0,-2.0,1.0,-2.0,False,False,False,False,False,False,2.0,1.0,1.0,-2.0,1.0,-2.0
MPMotM,97.0,fey,generic,N,3.0,2.0,medium,14.0,13.0,13.0,11.0,12.0,16.0,2.0,1.0,1.0,0.0,1.0,3.0,False,False,False,False,True,True,2.0,1.0,1.0,0.0,3.0,5.0
MOoT,224.0,giant,generic,N,11.0,4.0,huge,24.0,12.0,22.0,12.0,14.0,16.0,7.0,1.0,6.0,1.0,2.0,3.0,False,False,True,False,True,False,7.0,1.0,10.0,1.0,6.0,3.0
MM,82.0,monstrosity,generic,N,3.0,2.0,medium,11.0,18.0,14.0,11.0,12.0,14.0,0.0,4.0,2.0,0.0,1.0,2.0,False,False,False,False,False,False,0.0,4.0,2.0,0.0,1.0,2.0
FToD,176.0,monstrosity,generic,N,11.0,4.0,huge,20.0,12.0,20.0,6.0,12.0,12.0,5.0,1.0,5.0,-2.0,1.0,1.0,False,False,False,False,False,False,5.0,1.0,5.0,-2.0,1.0,1.0
MM,84.0,undead,legendary,L,17.0,6.0,huge,25.0,10.0,23.0,16.0,15.0,19.0,7.0,0.0,6.0,3.0,2.0,4.0,False,True,True,False,True,True,7.0,6.0,12.0,3.0,8.0,10.0
FToD,177.0,monstrosity,generic,N,4.0,2.0,large,18.0,10.0,18.0,10.0,10.0,10.0,4.0,0.0,4.0,0.0,0.0,0.0,True,False,False,False,True,False,6.0,0.0,4.0,0.0,2.0,0.0
FToD,178.0,monstrosity,generic,N,0.5,2.0,medium,13.0,11.0,13.0,8.0,8.0,10.0,1.0,0.0,1.0,-1.0,-1.0,0.0,False,False,False,False,False,False,1.0,0.0,1.0,-1.0,-1.0,0.0
FToD,178.0,monstrosity,generic,N,3.0,2.0,medium,11.0,17.0,14.0,9.0,13.0,11.0,0.0,3.0,2.0,-1.0,1.0,0.0,False,True,False,False,False,False,0.0,5.0,2.0,-1.0,1.0,0.0
FToD,179.0,monstrosity,generic,N,2.0,2.0,medium,14.0,10.0,11.0,11.0,10.0,14.0,2.0,0.0,0.0,0.0,0.0,2.0,False,False,False,True,True,True,2.0,0.0,0.0,2.0,2.0,4.0
FToD,180.0,monstrosity,generic,N,6.0,3.0,medium,13.0,14.0,16.0,15.0,11.0,17.0,1.0,2.0,3.0,2.0,0.0,3.0,False,False,False,True,True,True,1.0,2.0,3.0,5.0,3.0,6.0
FToD,181.0,undead,legendary,L,17.0,6.0,huge,1.0,12.0,18.0,22.0,18.0,22.0,-5.0,1.0,4.0,6.0,4.0,6.0,False,True,False,True,True,True,-5.0,7.0,4.0,12.0,10.0,12.0
MPMotM,98.0,fiend,generic,N,7.0,3.0,large,20.0,15.0,18.0,13.0,11.0,11.0,5.0,2.0,4.0,1.0,0.0,0.0,False,False,False,False,False,False,5.0,2.0,4.0,1.0,0.0,0.0
VGtM,141.0,fiend,legacy,N,7.0,3.0,large,20.0,15.0,18.0,13.0,11.0,11.0,5.0,2.0,4.0,1.0,0.0,0.0,False,False,False,False,False,False,5.0,2.0,4.0,1.0,0.0,0.0
FToD,188.0,humanoid,generic,N,5.0,3.0,medium,12.0,10.0,16.0,14.0,17.0,10.0,1.0,0.0,3.0,2.0,3.0,0.0,False,False,True,False,True,False,1.0,0.0,6.0,2.0,6.0,0.0
FToD,188.0,humanoid,generic,N,5.0,3.0,medium,12.0,10.0,16.0,14.0,17.0,10.0,1.0,0.0,3.0,2.0,3.0,0.0,False,False,True,False,True,False,1.0,0.0,6.0,2.0,6.0,0.0
FToD,189.0,humanoid,generic,N,3.0,2.0,medium,18.0,18.0,14.0,10.0,13.0,14.0,4.0,4.0,2.0,0.0,1.0,2.0,True,True,True,False,False,False,6.0,6.0,4.0,0.0,1.0,2.0
FToD,189.0,humanoid,generic,N,2.0,2.0,small,10.0,14.0,12.0,13.0,11.0,17.0,0.0,2.0,1.0,1.0,0.0,3.0,False,True,False,False,False,True,0.0,4.0,1.0,1.0,0.0,5.0
FToD,189.0,humanoid,generic,N,2.0,2.0,small,10.0,14.0,12.0,13.0,11.0,17.0,0.0,2.0,1.0,1.0,0.0,3.0,False,True,False,False,False,True,0.0,4.0,1.0,1.0,0.0,5.0
MM,119.0,dragon,generic,N,17.0,6.0,gargantuan,25.0,10.0,20.0,10.0,12.0,12.0,7.0,0.0,5.0,0.0,1.0,1.0,False,True,True,False,True,False,7.0,6.0,11.0,0.0,7.0,1.0
FToD,192.0,dragon,generic,N,4.0,2.0,large,17.0,10.0,15.0,8.0,10.0,10.0,3.0,0.0,2.0,-1.0,0.0,0.0,False,True,True,False,True,False,3.0,2.0,4.0,-1.0,2.0,0.0
FToD,191.0,dragon,legendary,L,24.0,7.0,gargantuan,28.0,12.0,29.0,14.0,19.0,15.0,9.0,1.0,9.0,2.0,4.0,2.0,False,True,True,False,True,False,9.0,8.0,16.0,2.0,11.0,2.0
FToD,191.0,dragon,legendary,LL,25.0,8.0,gargantuan,28.0,12.0,29.0,14.0,19.0,15.0,9.0,1.0,9.0,2.0,4.0,2.0,False,True,True,False,True,False,9.0,8.0,16.0,2.0,11.0,2.0
FToD,192.0,dragon,generic,N,10.0,4.0,huge,21.0,10.0,19.0,10.0,12.0,12.0,5.0,0.0,4.0,0.0,1.0,1.0,False,True,True,False,True,False,5.0,4.0,8.0,0.0,5.0,1.0
ToA,218.0,humanoid,unique,N,5.0,3.0,medium,15.0,13.0,17.0,14.0,16.0,18.0,2.0,1.0,3.0,2.0,3.0,4.0,False,False,False,False,True,True,2.0,1.0,3.0,2.0,6.0,7.0
FToD,182.0,ooze,generic,N,5.0,3.0,large,18.0,6.0,17.0,2.0,12.0,10.0,4.0,-2.0,3.0,-4.0,1.0,0.0,False,False,False,False,False,False,4.0,-2.0,3.0,-4.0,1.0,0.0
FToD,183.0,construct,generic,N,11.0,4.0,large,20.0,10.0,17.0,3.0,11.0,10.0,5.0,0.0,3.0,-4.0,0.0,0.0,False,False,False,False,False,False,5.0,0.0,3.0,-4.0,0.0,0.0
FToD,184.0,humanoid,generic,N,8.0,3.0,medium,19.0,13.0,18.0,12.0,14.0,17.0,4.0,1.0,4.0,1.0,2.0,3.0,False,False,True,True,True,True,4.0,1.0,7.0,4.0,5.0,6.0
FToD,185.0,humanoid,generic,N,7.0,3.0,medium,20.0,11.0,18.0,10.0,12.0,16.0,5.0,0.0,4.0,0.0,1.0,3.0,True,False,True,False,True,True,8.0,0.0,7.0,0.0,4.0,6.0
FToD,185.0,humanoid,generic,N,6.0,3.0,medium,14.0,16.0,17.0,18.0,14.0,12.0,2.0,3.0,3.0,4.0,2.0,1.0,False,False,True,True,True,True,2.0,3.0,6.0,7.0,5.0,4.0
HotDQ,89.0,humanoid,generic,N,1.0,2.0,medium,9.0,16.0,13.0,11.0,10.0,12.0,-1.0,3.0,1.0,0.0,0.0,1.0,False,False,False,False,True,False,-1.0,3.0,1.0,0.0,2.0,1.0
RoT,89.0,humanoid,generic,N,5.0,3.0,medium,11.0,16.0,14.0,12.0,12.0,14.0,0.0,3.0,2.0,1.0,1.0,2.0,False,False,False,False,True,False,0.0,3.0,2.0,1.0,4.0,2.0
FToD,187.0,monstrosity,generic,N,6.0,3.0,huge,18.0,14.0,17.0,5.0,12.0,6.0,4.0,2.0,3.0,-3.0,1.0,-2.0,True,False,True,False,False,False,7.0,2.0,6.0,-3.0,1.0,-2.0
FToD,186.0,monstrosity,generic,N,3.0,2.0,large,16.0,11.0,14.0,10.0,10.0,6.0,3.0,0.0,2.0,0.0,0.0,-2.0,True,False,True,False,False,False,5.0,0.0,4.0,0.0,0.0,-2.0
FToD,190.0,dragon,generic,N,2.0,2.0,large,16.0,15.0,12.0,8.0,13.0,10.0,3.0,2.0,1.0,-1.0,1.0,0.0,False,False,False,False,False,False,3.0,2.0,1.0,-1.0,1.0,0.0
RoT,89.0,humanoid,generic,N,7.0,3.0,medium,11.0,18.0,14.0,13.0,12.0,16.0,0.0,4.0,2.0,1.0,1.0,3.0,False,False,False,False,True,False,0.0,4.0,2.0,1.0,4.0,3.0
RoT,90.0,humanoid,generic,N,2.0,2.0,medium,11.0,16.0,13.0,11.0,11.0,13.0,0.0,3.0,1.0,0.0,0.0,1.0,False,False,False,False,True,False,0.0,3.0,1.0,0.0,2.0,1.0
HotDQ,88.0,dragon,generic,N,0.5,2.0,medium,13.0,15.0,14.0,4.0,11.0,6.0,1.0,2.0,2.0,-3.0,0.0,-2.0,False,False,False,False,False,False,1.0,2.0,2.0,-3.0,0.0,-2.0
HotDQ,90.0,humanoid,unique,N,3.0,2.0,medium,18.0,14.0,14.0,16.0,10.0,8.0,4.0,2.0,2.0,3.0,0.0,-1.0,True,False,True,False,False,False,6.0,2.0,4.0,3.0,0.0,-1.0
PotA,209.0,humanoid,unique,N,7.0,3.0,medium,19.0,10.0,18.0,11.0,8.0,12.0,4.0,0.0,4.0,0.0,-1.0,1.0,False,False,False,False,False,False,4.0,0.0,4.0,0.0,-1.0,1.0
TftYP,233.0,undead,generic,N,1.0,2.0,medium,15.0,11.0,16.0,10.0,12.0,10.0,2.0,0.0,3.0,0.0,1.0,0.0,False,False,False,False,True,False,2.0,0.0,3.0,0.0,3.0,0.0
MM,57.0,fiend,generic,N,0.25,2.0,small,11.0,11.0,12.0,5.0,8.0,3.0,0.0,0.0,1.0,-3.0,-1.0,-4.0,False,False,False,False,False,False,0.0,0.0,1.0,-3.0,-1.0,-4.0
MM,120.0,monstrosity,generic,N,6.0,3.0,large,16.0,16.0,18.0,13.0,14.0,12.0,3.0,3.0,4.0,1.0,2.0,1.0,False,False,False,False,False,False,3.0,3.0,4.0,1.0,2.0,1.0
OotA,231.0,humanoid,unique,N,2.0,2.0,small,11.0,16.0,13.0,10.0,5.0,16.0,0.0,3.0,1.0,0.0,-3.0,3.0,False,False,False,False,False,False,0.0,3.0,1.0,0.0,-3.0,3.0
MM,128.0,humanoid,generic,N,0.25,2.0,medium,10.0,14.0,10.0,11.0,11.0,12.0,0.0,2.0,0.0,0.0,0.0,1.0,False,False,False,False,False,False,0.0,2.0,0.0,0.0,0.0,1.0
MPMotM,99.0,humanoid,generic,N,13.0,5.0,medium,11.0,17.0,14.0,19.0,14.0,16.0,0.0,3.0,2.0,4.0,2.0,3.0,False,False,True,True,False,True,0.0,3.0,7.0,9.0,2.0,8.0
MToF,182.0,humanoid,legacy,N,13.0,5.0,medium,11.0,17.0,14.0,19.0,14.0,16.0,0.0,3.0,2.0,4.0,2.0,3.0,False,False,True,True,False,True,0.0,3.0,7.0,9.0,2.0,8.0
MM,128.0,humanoid,generic,N,5.0,3.0,medium,13.0,18.0,14.0,11.0,13.0,12.0,1.0,4.0,2.0,0.0,1.0,1.0,False,True,True,False,True,False,1.0,7.0,5.0,0.0,4.0,1.0
MPMotM,100.0,humanoid,generic,N,18.0,6.0,medium,15.0,20.0,16.0,18.0,15.0,18.0,2.0,5.0,3.0,4.0,2.0,4.0,False,True,True,False,False,True,2.0,11.0,9.0,4.0,2.0,10.0
MToF,183.0,humanoid,legacy,N,18.0,6.0,medium,15.0,20.0,16.0,18.0,15.0,18.0,2.0,5.0,3.0,4.0,2.0,4.0,False,True,True,False,False,True,2.0,11.0,9.0,4.0,2.0,10.0
WDH,201.0,humanoid,generic,N,4.0,2.0,medium,13.0,18.0,14.0,11.0,13.0,14.0,1.0,4.0,2.0,0.0,1.0,2.0,False,True,True,False,True,False,1.0,6.0,4.0,0.0,3.0,2.0
MPMotM,101.0,humanoid,generic,N,9.0,4.0,medium,14.0,19.0,15.0,12.0,14.0,13.0,2.0,4.0,2.0,1.0,2.0,1.0,False,True,True,False,True,False,2.0,8.0,6.0,1.0,6.0,1.0
MToF,184.0,humanoid,legacy,N,9.0,4.0,medium,14.0,19.0,15.0,12.0,14.0,13.0,2.0,4.0,2.0,1.0,2.0,1.0,False,True,True,False,True,False,2.0,8.0,6.0,1.0,6.0,1.0
MPMotM,102.0,humanoid,generic,N,14.0,5.0,medium,11.0,15.0,14.0,16.0,21.0,20.0,0.0,2.0,2.0,3.0,5.0,5.0,False,False,True,False,True,True,0.0,2.0,7.0,3.0,10.0,10.0
MToF,184.0,humanoid,legacy,N,14.0,5.0,medium,12.0,15.0,14.0,16.0,21.0,20.0,1.0,2.0,2.0,3.0,5.0,5.0,False,False,True,False,True,True,1.0,2.0,7.0,3.0,10.0,10.0
MM,129.0,humanoid,generic,N,7.0,3.0,medium,9.0,14.0,10.0,17.0,13.0,12.0,-1.0,2.0,0.0,3.0,1.0,1.0,False,False,False,False,False,False,-1.0,2.0,0.0,3.0,1.0,1.0
MPMotM,104.0,humanoid,legendary,LL,20.0,6.0,medium,12.0,18.0,16.0,17.0,21.0,22.0,1.0,4.0,3.0,3.0,5.0,6.0,False,False,True,False,True,True,1.0,4.0,9.0,3.0,11.0,12.0
MToF,186.0,humanoid,legacy,L,20.0,6.0,medium,12.0,18.0,16.0,17.0,21.0,22.0,1.0,4.0,3.0,3.0,5.0,6.0,False,False,True,False,True,True,1.0,4.0,9.0,3.0,11.0,12.0
MM,129.0,humanoid,generic,N,8.0,3.0,medium,10.0,14.0,12.0,13.0,17.0,18.0,0.0,2.0,1.0,1.0,3.0,4.0,False,False,True,False,True,True,0.0,2.0,4.0,1.0,6.0,7.0
MPMotM,105.0,humanoid,generic,N,11.0,4.0,medium,14.0,21.0,16.0,12.0,14.0,13.0,2.0,5.0,3.0,1.0,2.0,1.0,False,True,True,False,True,False,2.0,9.0,7.0,1.0,6.0,1.0
MToF,187.0,humanoid,legacy,N,11.0,4.0,medium,14.0,21.0,16.0,12.0,14.0,13.0,2.0,5.0,3.0,1.0,2.0,1.0,False,True,True,False,True,False,2.0,9.0,7.0,1.0,6.0,1.0
