Monster,Book,Page,Type,Category,Legendary,CR,PB,XP,HP,AC,adj HP,adj AC,AB,adj AB,DPR,adj DPR
"Blight, Vine",MM,32.0,plant,generic,N,0.5,2.0,100.0,26.0,12.0,26.0,12.0,4.0,4.0,9.0,9.0
Blink Dog,MM,318.0,fey,generic,N,0.25,2.0,50.0,22.0,13.0,22.0,13.0,3.0,3.0,4.5,4.5
Blistercoil Weird,GGtR,207.0,elemental,generic,N,4.0,2.0,1100.0,45.5,13.0,91.0,13.0,5.0,5.0,35.0,35.0
Blood Hawk,MM,319.0,beast,generic,N,0.125,2.0,25.0,7.0,12.0,7.0,12.0,4.0,5.0,4.5,4.5
Blood Hunter,EGtW,284.0,humanoid,generic,N,5.0,3.0,1800.0,65.0,16.0,81.0,18.0,7.0,11.0,36.0,36.0
Bloodfray Giant,GGtR,200.0,giant,generic,N,6.0,3.0,2300.0,103.5,14.0,103.5,16.0,9.0,9.0,32.0,32.0
Blue Dragon Wyrmling,MM,91.0,dragon,generic,N,3.0,2.0,700.0,52.0,17.0,52.0,19.0,5.0,5.0,22.0,22.0
"Blue Dragon, Adult",MM,91.0,dragon,legendary,L,16.0,5.0,15000.0,225.0,19.0,315.0,21.0,12.0,12.0,126.0,126.0
"Blue Dragon, Ancient",MM,90.0,dragon,legendary,LL,23.0,7.0,50000.0,481.0,22.0,586.0,24.0,16.0,16.0,173.0,173.0
"Blue Dragon, Young",MM,91.0,dragon,generic,N,9.0,4.0,5000.0,152.0,18.0,152.0,20.0,9.0,9.0,66.666664,66.666664
Blue Greatwyrm,FToD,168.0,dragon,legendary,L,27.0,8.0,105000.0,533.0,22.0,653.0,24.0,18.0,18.0,183.0,183.0
Boar,MM,319.0,beast,generic,N,0.25,2.0,50.0,11.0,11.0,18.0,11.0,3.0,3.0,5.6666665,5.6666665
"Boar, Giant",MM,323.0,beast,generic,N,2.0,2.0,450.0,42.5,12.0,42.5,12.0,5.0,5.0,12.333333,12.333333
Bodak,MPMotM,64.0,undead,generic,N,6.0,3.0,2300.0,58.5,15.0,87.8,19.0,5.0,5.0,37.0,37.0
Bodak,VGtM,127.0,undead,legacy,N,6.0,3.0,2300.0,58.5,15.0,87.0,15.0,5.0,5.0,64.0,64.0
Bodytaker Plant,VRGtR,226.0,plant,generic,N,7.0,3.0,2900.0,92.0,16.0,140.0,18.0,7.0,9.0,33.0,33.0
Boggle,MPMotM,65.0,fey,generic,N,0.125,2.0,25.0,18.0,14.0,18.0,14.0,1.0,1.0,2.5,2.5
Boggle,VGtM,128.0,fey,legacy,N,0.125,2.0,25.0,18.0,14.0,18.0,14.0,1.0,1.0,2.5,2.5
Bol'bara,EGtW,261.0,humanoid,unique,L,3.0,2.0,700.0,40.5,15.0,76.5,19.0,4.0,8.0,16.0,16.0
Bone Knight,ERftLW,316.0,humanoid,generic,N,5.0,3.0,1800.0,84.5,20.0,84.5,20.0,7.0,7.0,40.0,40.0
Bone Whelk,BGDiA,119.0,monstrosity,generic,N,0.25,2.0,50.0,27.5,12.0,27.5,12.0,2.0,2.0,13.0,13.0
Boneclaw,MPMotM,66.0,undead,generic,N,12.0,4.0,8400.0,150.0,16.0,150.0,20.0,8.0,10.0,65.0,96.5
Boneclaw,MToF,121.0,undead,legacy,N,12.0,4.0,8400.0,127.5,16.0,127.5,18.0,8.0,8.0,80.0,80.0
Boneless,VRGtR,228.0,undead,generic,N,1.0,2.0,200.0,26.0,12.0,26.0,12.0,5.0,5.0,16.5,16.5
Borborygmos,GGtR,238.0,giant,unique,L,18.0,6.0,20000.0,270.0,14.0,360.0,14.0,13.0,13.0,130.0,130.0
Bore Worm,WDotMM,171.0,construct,unique,N,16.0,5.0,15000.0,247.5,18.0,415.5,18.0,9.0,9.0,83.0,83.0
Brackish Trudge,SaCoC,187.0,plant,generic,N,3.0,2.0,700.0,68.0,12.0,75.0,12.0,7.0,7.0,19.5,19.5
Brain in a Jar,IDRotF,278.0,undead,generic,N,3.0,2.0,700.0,55.0,11.0,85.0,13.0,6.0,6.0,25.666666,25.666666
Brass Dragon Wyrmling,MM,106.0,dragon,generic,N,1.0,2.0,200.0,16.5,16.0,16.5,18.0,4.0,4.0,14.0,14.0
"Brass Dragon, Adult",MM,105.0,dragon,legendary,L,13.0,5.0,10000.0,172.5,18.0,262.0,20.0,11.0,11.0,103.666664,103.666664
"Brass Dragon, Ancient",MM,104.0,dragon,legendary,LL,20.0,6.0,25000.0,297.5,20.0,387.0,24.0,14.0,14.0,121.0,121.0
"Brass Dragon, Young",MM,105.0,dragon,generic,N,6.0,3.0,2300.0,110.5,17.0,110.5,19.0,7.0,7.0,52.666668,52.666668
Brass Greatwyrm,FToD,208.0,dragon,legendary,L,28.0,8.0,120000.0,565.5,22.0,685.5,24.0,18.0,18.0,195.0,195.0
Brigganock,WBtW,230.0,fey,generic,N,0.125,2.0,25.0,9.0,12.0,9.0,12.0,4.0,4.0,4.5,4.5
Brontosaurus,MPMotM,95.0,beast,generic,N,5.0,3.0,1800.0,121.5,15.0,121.5,15.0,8.0,8.0,32.0,32.0
Brontosaurus,VGtM,139.0,beast,legacy,N,5.0,3.0,1800.0,121.5,15.0,121.5,15.0,8.0,8.0,32.0,32.0
Bronze Dragon Wyrmling,MM,109.0,dragon,generic,N,2.0,2.0,450.0,32.5,17.0,32.5,19.0,5.0,5.0,29.333334,29.333334
"Bronze Dragon, Adult",MM,108.0,dragon,legendary,L,15.0,5.0,13000.0,212.5,19.0,311.0,21.0,12.0,12.0,122.666664,122.666664
"Bronze Dragon, Ancient",MM,107.0,dragon,legendary,LL,22.0,7.0,41000.0,444.0,22.0,534.0,24.0,16.0,16.0,157.33333,157.33333
"Bronze Dragon, Young",MM,108.0,dragon,generic,N,8.0,3.0,3900.0,142.5,18.0,142.5,22.0,8.0,8.0,63.333332,63.333332
Bronze Greatwyrm,FToD,208.0,dragon,legendary,L,28.0,8.0,120000.0,565.5,22.0,685.5,24.0,18.0,18.0,195.0,195.0
Bronze Stable,MOoT,210.0,construct,generic,N,1.0,2.0,200.0,32.5,15.0,32.5,15.0,5.0,6.0,20.666666,20.666666
Broom of Animated Attack,CoS,226.0,construct,generic,N,0.25,2.0,50.0,17.5,15.0,17.5,15.0,5.0,5.0,10.0,10.0
Bugbear,MM,33.0,humanoid,generic,N,1.0,2.0,200.0,27.5,16.0,27.5,16.0,5.0,5.0,13.333333,13.333333
Bugbear Chief,MM,33.0,humanoid,generic,N,3.0,2.0,700.0,65.0,17.0,65.0,17.0,5.0,5.0,28.666666,28.666666
Bulesau,MPMotM,67.0,fiend,generic,N,3.0,2.0,700.0,52.5,14.0,78.8,15.0,4.0,4.0,13.0,20.0
Bulette,MM,34.0,monstrosity,generic,N,5.0,3.0,1800.0,94.5,17.0,94.5,17.0,7.0,7.0,38.666668,38.666668
Bulezau,MToF,131.0,fiend,legacy,N,3.0,2.0,700.0,52.5,14.0,104.0,14.0,4.0,4.0,14.0,14.0
Bullywug,MM,35.0,humanoid,generic,N,0.25,2.0,50.0,11.0,15.0,11.0,15.0,3.0,3.0,8.0,8.0
Bullywug Croaker,GoS,232.0,humanoid,generic,N,2.0,2.0,450.0,33.0,15.0,33.0,15.0,4.0,4.0,27.0,27.0
Bullywug Knight,WBtW,231.0,humanoid,generic,N,3.0,2.0,700.0,66.0,18.0,71.0,18.0,5.0,5.0,17.0,17.0
Bullywug Royal,GoS,232.0,humanoid,generic,N,3.0,2.0,700.0,65.0,15.0,65.0,15.0,5.0,9.0,13.0,16.0
Burnished Hart,MOoT,211.0,construct,generic,N,2.0,2.0,450.0,45.0,14.0,45.0,14.0,5.0,5.0,21.333334,21.333334
Burrowshark,PotA,196.0,humanoid,generic,N,4.0,2.0,1100.0,82.5,18.0,82.5,18.0,6.0,6.0,24.0,24.0
Cadaver Collector,MPMotM,68.0,construct,generic,N,14.0,5.0,11500.0,189.0,17.0,283.5,19.0,10.0,10.0,70.0,91.0
Cadaver Collector,MToF,122.0,construct,legacy,N,14.0,5.0,11500.0,189.0,17.0,283.5,19.0,10.0,10.0,78.0,78.0
Cambion,MM,36.0,fiend,generic,N,5.0,3.0,1800.0,82.5,19.0,123.8,21.0,7.0,7.0,24.0,24.0
Camel,MM,320.0,beast,generic,N,0.125,2.0,25.0,15.0,9.0,15.0,9.0,5.0,5.0,2.5,2.5
Canoloth,MPMotM,69.0,fiend,generic,N,8.0,3.0,3900.0,120.0,16.0,180.0,18.0,7.0,7.0,42.0,42.0
Canoloth,MToF,247.0,fiend,legacy,N,8.0,3.0,3900.0,120.0,16.0,180.0,18.0,7.0,7.0,40.0,40.0
Canopic Golem,CM,179.0,construct,generic,N,13.0,5.0,10000.0,252.0,17.0,315.0,19.0,10.0,10.0,54.0,54.0
Captain Othelstan,HotDQ,89.0,humanoid,unique,N,5.0,3.0,1800.0,93.5,19.0,113.0,19.0,7.0,7.0,21.333334,21.333334
Carrion Crawler,MM,37.0,monstrosity,generic,N,2.0,2.0,450.0,51.0,13.0,51.0,13.0,8.0,8.0,11.0,11.0
Carrion Stalker,VRGtR,230.0,monstrosity,generic,N,3.0,2.0,700.0,35.0,14.0,35.0,14.0,5.0,7.0,21.666666,21.666666
Carrionette,VRGtR,231.0,construct,generic,N,1.0,2.0,200.0,27.0,15.0,54.0,15.0,4.0,4.0,8.166667,8.166667
Catoblepas,MPMotM,70.0,monstrosity,generic,N,5.0,3.0,1800.0,84.0,14.0,94.0,15.0,7.0,7.0,35.666668,35.666668
Catoblepas,VGtM,129.0,monstrosity,legacy,N,5.0,3.0,1800.0,84.0,14.0,104.0,15.0,7.0,7.0,32.0,32.0
Cave Fisher,MPMotM,73.0,monstrosity,generic,N,3.0,2.0,700.0,58.5,16.0,58.5,16.0,5.0,5.0,20.0,20.0
Cave Fisher,VGtM,130.0,monstrosity,legacy,N,3.0,2.0,700.0,58.5,16.0,58.5,16.0,5.0,5.0,20.0,20.0
Centaur,MM,38.0,monstrosity,generic,N,2.0,2.0,450.0,45.0,12.0,45.0,12.0,6.0,6.0,23.333334,23.333334
Centaur Mummy,TftYP,231.0,undead,generic,N,6.0,3.0,2300.0,85.0,13.0,127.5,13.0,8.0,8.0,35.333332,35.333332
Chamberlain of Zuggtmoy,OotA,230.0,plant,generic,N,2.0,2.0,450.0,45.0,13.0,45.0,15.0,5.0,5.0,20.0,20.0
Champion,MPMotM,74.0,humanoid,generic,N,9.0,4.0,5000.0,143.0,18.0,163.0,18.0,9.0,9.0,57.0,57.0
Champion,VGtM,212.0,humanoid,legacy,N,9.0,4.0,5000.0,143.0,18.0,163.0,20.0,9.0,9.0,50.0,50.0
Changeling,ERftLW,317.0,humanoid,generic,N,0.5,2.0,100.0,22.0,13.0,22.0,13.0,4.0,4.0,9.0,9.0
Chardalyn Berserker,IDRotF,280.0,fiend,generic,N,4.0,2.0,1100.0,90.0,13.0,90.0,15.0,5.0,5.0,21.0,21.0
Chardalyn Dragon,IDRotF,281.0,construct,unique,N,11.0,4.0,7200.0,147.0,17.0,220.5,21.0,11.0,11.0,51.333332,51.333332
Chasme,MM,57.0,fiend,generic,N,6.0,3.0,2300.0,84.5,15.0,126.0,17.0,5.0,5.0,40.0,40.0
Chief Guh,SKT,140.0,giant,unique,N,5.0,3.0,1800.0,105.0,9.0,160.0,9.0,8.0,8.0,36.0,36.0
"Chief, Kartha-Kaya",SKT,173.0,monstrosity,unique,N,4.0,2.0,1100.0,60.0,11.0,70.0,11.0,6.0,6.0,50.0,50.0
Chimera,MM,39.0,monstrosity,generic,N,6.0,3.0,2300.0,114.0,14.0,114.0,14.0,7.0,7.0,53.333332,53.333332
"Chimera, Theran",MOoT,216.0,monstrosity,generic,N,7.0,3.0,2900.0,95.0,15.0,95.0,15.0,7.0,7.0,52.0,52.0
Chitine,MPMotM,75.0,monstrosity,generic,N,0.5,2.0,100.0,18.0,14.0,18.0,14.0,4.0,4.0,13.5,13.5
Chitine,VGtM,131.0,monstrosity,legacy,N,0.5,2.0,100.0,18.0,14.0,18.0,14.0,4.0,4.0,13.5,13.5
Choker,MPMotM,76.0,aberration,generic,N,1.0,2.0,200.0,13.5,16.0,13.5,18.0,5.0,7.0,14.666667,14.666667
Choldrith,MPMotM,77.0,monstrosity,generic,N,3.0,2.0,700.0,66.0,15.0,66.0,15.0,5.0,5.0,22.5,22.5
Choldrith,VGtM,132.0,monstrosity,legacy,N,3.0,2.0,700.0,66.0,15.0,66.0,16.0,5.0,5.0,21.0,21.0
Chuul,MM,40.0,aberration,generic,N,4.0,2.0,1100.0,93.5,16.0,93.5,16.0,6.0,6.0,22.0,22.0
Clapperclaw the Scarecrow,WBtW,78.0,construct,unique,N,0.5,2.0,100.0,14.0,12.0,14.0,13.0,5.0,5.0,7.0,7.0
Clawfoot,ERftLW,289.0,beast,generic,N,1.0,2.0,200.0,19.5,13.0,19.5,13.0,5.0,6.0,16.333334,16.333334
Clay Golem,MM,168.0,construct,generic,N,9.0,4.0,5000.0,133.0,14.0,270.0,17.0,8.0,8.0,32.0,32.0
Cloaker,MM,41.0,aberration,generic,N,8.0,3.0,3900.0,78.0,14.0,156.0,14.0,6.0,6.0,43.0,43.0
Clockwork Bronze Scout,MPMotM,79.0,construct,generic,N,1.0,2.0,200.0,36.0,13.0,36.0,15.0,5.0,5.0,15.333333,15.333333
Clockwork Iron Cobra,MPMotM,79.0,construct,generic,N,4.0,2.0,1100.0,91.0,13.0,101.0,15.0,5.0,5.0,6.5,11.0
Clockwork Iron Cobra,MToF,125.0,construct,legacy,N,4.0,2.0,1100.0,45.5,13.0,90.0,15.0,5.0,5.0,19.0,19.0
Clockwork Oaken Bolter,MPMotM,80.0,construct,generic,N,5.0,3.0,1800.0,117.0,16.0,117.0,18.0,7.0,7.0,31.666666,31.666666
Clockwork Oaken Bolter,MToF,126.0,construct,legacy,N,5.0,3.0,1800.0,58.5,16.0,116.0,18.0,7.0,7.0,31.333334,31.333334
Clockwork Stone Defender,MPMotM,80.0,construct,generic,N,4.0,2.0,1100.0,105.0,16.0,105.0,20.0,6.0,6.0,11.0,11.0
Clockwork Stone Defender,MToF,126.0,construct,legacy,N,4.0,2.0,1100.0,52.5,16.0,104.0,18.0,6.0,6.0,11.0,11.0
Cloud Giant,MM,154.0,giant,generic,N,9.0,4.0,5000.0,200.0,14.0,200.0,16.0,12.0,12.0,42.0,42.0
Cloud Giant Ghost,CM,146.0,undead,generic,N,9.0,4.0,5000.0,104.0,15.0,134.0,17.0,12.0,12.0,45.166668,45.166668
Cloud Giant Smiling One,MPMotM,81.0,giant,generic,N,11.0,4.0,7200.0,250.0,15.0,250.0,17.0,12.0,12.0,54.0,54.0
Cloud Giant Smiling One,VGtM,146.0,giant,legacy,N,11.0,4.0,7200.0,262.5,15.0,262.5,17.0,12.0,12.0,51.333332,51.333332
Cockatrice,MM,42.0,monstrosity,generic,N,0.5,2.0,100.0,27.0,11.0,54.0,11.0,3.0,3.0,3.0,3.0
Cogwork Archivist,SaCoC,188.0,construct,generic,N,4.0,2.0,1100.0,90.0,17.0,90.0,19.0,6.0,6.0,26.0,26.0
Coldlight Walker,IDRotF,284.0,undead,generic,N,5.0,3.0,1800.0,82.5,13.0,82.5,14.0,5.0,6.0,50.0,50.0
Colossus of Akros,MOoT,218.0,construct,unique,N,23.0,7.0,50000.0,350.0,21.0,437.5,21.0,16.0,16.0,131.33333,131.33333
Constrictor Snake,MM,320.0,beast,generic,N,0.25,2.0,50.0,13.0,12.0,13.0,12.0,4.0,4.0,6.5,6.5
"Constrictor Snake, Giant",MM,324.0,beast,generic,N,2.0,2.0,450.0,60.0,12.0,60.0,12.0,6.0,6.0,13.0,13.0
Copper Dragon Wyrmling,MM,112.0,dragon,generic,N,1.0,2.0,200.0,22.0,16.0,22.0,18.0,4.0,4.0,16.666666,16.666666
"Copper Dragon, Adult",MM,111.0,dragon,legendary,L,14.0,5.0,11500.0,184.0,18.0,274.0,20.0,11.0,11.0,109.666664,109.666664
"Copper Dragon, Ancient",MM,110.0,dragon,legendary,LL,21.0,7.0,33000.0,350.0,21.0,440.0,23.0,15.0,15.0,145.66667,145.66667
"Copper Dragon, Young",MM,111.0,dragon,generic,N,7.0,3.0,2900.0,119.0,17.0,119.0,19.0,7.0,7.0,51.333332,51.333332
Copper Greatwyrm,FToD,208.0,dragon,legendary,L,28.0,8.0,120000.0,565.5,22.0,685.5,24.0,18.0,18.0,195.0,195.0
"Coral Snake, Giant",GoS,236.0,beast,generic,N,4.0,2.0,1100.0,90.0,13.0,120.0,13.0,5.0,5.0,8.0,8.0
Core Spawn Crawler,EGtW,286.0,aberration,generic,N,1.0,2.0,200.0,21.0,12.0,21.0,13.0,4.0,5.0,19.0,19.0
Core Spawn Emissary,EGtW,286.0,aberration,generic,N,6.0,3.0,2300.0,102.0,15.0,102.0,19.0,6.0,6.0,42.0,42.0
Core Spawn Seer,EGtW,286.0,aberration,generic,N,13.0,5.0,10000.0,153.0,17.0,222.0,21.0,8.0,8.0,55.0,58.5
Core Spawn Worm,EGtW,287.0,aberration,generic,N,15.0,5.0,13000.0,279.0,18.0,279.0,20.0,13.0,15.0,56.0,70.0
Corpse Flower,MPMotM,82.0,plant,generic,N,8.0,3.0,3900.0,127.5,12.0,160.5,13.0,5.0,5.0,58.5,58.5
Corpse Flower,MToF,127.0,plant,legacy,N,8.0,3.0,3900.0,127.5,12.0,160.0,13.0,5.0,5.0,69.0,69.0
Corrupted Avatar of Lurue,CM,123.0,monstrosity,unique,N,8.0,3.0,3900.0,90.0,14.0,120.0,16.0,7.0,7.0,64.0,64.0
Corrupted Giant Shark,CRCotN,196.0,aberration,generic,N,9.0,4.0,5000.0,126.5,13.0,156.5,13.0,10.0,14.0,44.5,44.5
Cosmotronics Blastseeker,GGtR,242.0,humanoid,generic,N,4.0,2.0,1100.0,37.5,15.0,37.5,20.0,6.0,6.0,49.666668,49.666668
Couatl,MM,43.0,celestial,generic,N,4.0,2.0,1100.0,97.5,19.0,242.5,21.0,6.0,6.0,10.0,10.0
Count Thullen,SKT,198.0,giant,unique,N,10.0,4.0,5900.0,200.0,14.0,200.0,16.0,12.0,12.0,42.0,42.0
Counterflux Blastseeker,GGtR,242.0,humanoid,generic,N,2.0,2.0,450.0,39.0,16.0,39.0,18.0,6.0,6.0,21.0,21.0
Countess Sansuri,SKT,192.0,giant,unique,N,11.0,4.0,7200.0,200.0,14.0,200.0,18.0,12.0,12.0,54.5,54.5
Cow,VGtM,207.0,beast,generic,N,0.25,2.0,50.0,15.0,10.0,15.0,10.0,6.0,6.0,9.833333,9.833333
"Crab, Hulking",SKT,240.0,beast,generic,N,5.0,3.0,1800.0,76.0,17.0,76.0,17.0,7.0,7.0,40.0,40.0
Crackler,GGtR,195.0,fiend,generic,N,0.5,2.0,100.0,10.5,15.0,21.0,15.0,5.0,5.0,8.166667,8.166667
Crag Cat,SKT,240.0,monstrosity,generic,N,1.0,2.0,200.0,34.0,13.0,34.0,15.0,5.0,5.0,10.333333,10.333333
Crocodile,MM,320.0,beast,generic,N,0.5,2.0,100.0,19.5,12.0,19.5,12.0,4.0,4.0,7.0,7.0
"Crocodile, Giant",MM,132.0,beast,generic,N,5.0,3.0,1800.0,85.5,14.0,85.5,14.0,8.0,8.0,39.0,39.0
Crokek'toeck,BGDiA,230.0,fiend,unique,N,14.0,5.0,11500.0,297.5,15.0,371.9,17.0,14.0,14.0,44.0,44.0
Crushing Wave Priest,PotA,205.0,humanoid,generic,N,2.0,2.0,450.0,52.0,13.0,52.0,18.0,5.0,5.0,24.0,24.0
Crushing Wave Reaver,PotA,205.0,humanoid,generic,N,0.5,2.0,100.0,22.0,14.0,22.0,14.0,4.0,4.0,11.0,11.0
Crystal Dragon Wyrmling,FToD,172.0,dragon,generic,N,2.0,2.0,450.0,32.5,14.0,37.5,18.0,4.0,4.0,18.666666,18.666666
"Crystal Dragon, Adult",FToD,171.0,dragon,legendary,L,12.0,4.0,8400.0,172.5,16.0,277.5,18.0,9.0,9.0,84.833336,84.833336
"Crystal Dragon, Adult",FToD,171.0,dragon,legendary,LL,13.0,5.0,10000.0,172.5,16.0,292.5,18.0,9.0,9.0,102.166664,102.166664
"Crystal Dragon, Ancient",FToD,170.0,dragon,legendary,L,19.0,6.0,22000.0,222.0,20.0,337.0,22.0,13.0,13.0,111.666664,111.666664
"Crystal Dragon, Ancient",FToD,170.0,dragon,legendary,LL,20.0,6.0,25000.0,222.0,20.0,352.0,22.0,13.0,13.0,129.0,129.0
"Crystal Dragon, Young",FToD,172.0,dragon,generic,N,5.0,3.0,1800.0,95.0,15.0,105.0,17.0,6.0,6.0,39.0,39.0
Crystal Greatwyrm,FToD,201.0,dragon,legendary,L,26.0,8.0,90000.0,507.0,21.0,627.0,23.0,17.0,17.0,173.83333,173.83333
Cult Fanatic,MM,345.0,humanoid,generic,N,2.0,2.0,450.0,33.0,13.0,33.0,13.0,3.0,3.0,23.166666,23.166666
Cultist,MM,345.0,humanoid,generic,N,0.125,2.0,25.0,9.0,12.0,9.0,12.0,3.0,3.0,4.5,4.5
Cyclops,MM,45.0,giant,generic,N,6.0,3.0,2300.0,138.0,14.0,138.0,14.0,9.0,9.0,38.0,38.0
"Cyclops, Nivix",GGtR,216.0,giant,generic,N,8.0,3.0,3900.0,115.0,14.0,115.0,16.0,10.0,10.0,69.0,69.0
Daemogoth,SaCoC,189.0,fiend,generic,N,10.0,4.0,5900.0,157.5,16.0,202.5,18.0,9.0,9.0,47.666668,47.666668
Daemogoth Titan,SaCoC,190.0,fiend,legendary,L,16.0,5.0,15000.0,203.5,17.0,368.5,19.0,12.0,12.0,87.5,87.5
Dark Tide Knight,PotA,205.0,humanoid,generic,N,3.0,2.0,700.0,58.5,13.0,70.2,13.0,5.0,5.0,19.0,19.0
Darkling,MPMotM,84.0,fey,generic,N,0.5,2.0,100.0,13.5,14.0,13.5,14.0,5.0,5.0,12.5,12.5
Darkling,VGtM,134.0,fey,legacy,N,0.5,2.0,100.0,13.5,14.0,13.5,14.0,5.0,5.0,12.5,12.5
Darkling Elder,MPMotM,84.0,fey,generic,N,2.0,2.0,450.0,27.5,15.0,27.5,15.0,5.0,5.0,29.333334,29.333334
Darkling Elder,VGtM,134.0,fey,legacy,N,2.0,2.0,450.0,27.5,15.0,27.5,15.0,5.0,5.0,31.666666,31.666666
Darkmantle,MM,46.0,monstrosity,generic,N,0.5,2.0,100.0,22.5,11.0,22.5,11.0,5.0,9.0,6.0,6.0
Davil Starsong,WDH,199.0,humanoid,unique,N,6.0,3.0,2300.0,82.5,15.0,82.5,15.0,6.0,6.0,47.666668,47.666668
Death Dog,MM,321.0,monstrosity,generic,N,1.0,2.0,200.0,39.0,12.0,39.0,12.0,4.0,4.0,10.0,10.0
Death Embrace,CRCotN,197.0,aberration,generic,N,11.0,4.0,7200.0,147.0,13.0,192.0,17.0,10.0,10.0,48.0,63.0
Death Kiss,MPMotM,85.0,aberration,generic,N,10.0,4.0,5900.0,142.5,15.0,208.5,17.0,8.0,8.0,55.0,65.0
Death Kiss,VGtM,124.0,aberration,legacy,N,10.0,4.0,5900.0,161.5,16.0,249.0,16.0,8.0,8.0,58.0,58.0
Death Knight,MM,47.0,undead,generic,N,17.0,6.0,18000.0,180.5,20.0,180.5,27.0,11.0,11.0,110.0,110.0
Death Tyrant,MM,29.0,undead,legendary,L,14.0,5.0,11500.0,187.5,19.0,187.5,23.0,9.0,9.0,136.0,136.0
Death Tyrant,MM,29.0,undead,legendary,LL,15.0,5.0,13000.0,187.5,19.0,187.5,23.0,9.0,9.0,181.0,181.0
Death's Head of Bhaal,BGDiA,233.0,humanoid,generic,N,5.0,3.0,1800.0,76.0,15.0,106.0,17.0,7.0,9.0,30.0,30.0
Death’s Head (Aberrant),VRGtR,232.0,undead,generic,N,0.5,2.0,100.0,17.5,16.0,17.5,16.0,3.0,3.0,11.5,11.5
Death’s Head (Gnashing),VRGtR,232.0,undead,generic,N,0.5,2.0,100.0,17.5,16.0,17.5,16.0,3.0,3.0,10.0,10.0
Death’s Head (Petrifying),VRGtR,232.0,undead,generic,N,0.5,2.0,100.0,17.5,16.0,26.3,16.0,3.0,3.0,3.5,3.5
Deathlock,MPMotM,86.0,undead,generic,N,4.0,2.0,1100.0,36.0,15.0,72.0,15.0,5.0,5.0,28.0,28.0
Deathlock,MToF,128.0,undead,legacy,N,4.0,2.0,1100.0,36.0,15.0,72.0,15.0,5.0,5.0,22.333334,22.333334
Deathlock Mastermind,MPMotM,87.0,undead,generic,N,8.0,3.0,3900.0,110.0,16.0,165.0,16.0,6.0,6.0,27.0,27.0
Deathlock Mastermind,MToF,129.0,undead,legacy,N,8.0,3.0,3900.0,110.0,16.0,165.0,16.0,6.0,6.0,32.666668,32.666668
Deathlock Wight,MPMotM,87.0,undead,generic,N,3.0,2.0,700.0,37.5,15.0,75.0,15.0,5.0,5.0,24.0,24.0
Deathlock Wight,TftYP,233.0,undead,generic,N,3.0,2.0,700.0,37.5,15.0,74.0,15.0,5.0,5.0,16.333334,16.333334
Deep Dragon Wyrmling,FToD,175.0,dragon,generic,N,1.0,2.0,200.0,27.5,15.0,27.5,19.0,4.0,4.0,8.666667,8.666667
"Deep Dragon, Adult",FToD,174.0,dragon,legendary,L,11.0,4.0,7200.0,147.0,17.0,237.0,21.0,9.0,9.0,92.166664,92.166664
"Deep Dragon, Adult",FToD,174.0,dragon,legendary,LL,12.0,4.0,8400.0,147.0,17.0,267.0,21.0,9.0,9.0,110.833336,110.833336
"Deep Dragon, Ancient",FToD,173.0,dragon,legendary,L,18.0,6.0,20000.0,201.5,20.0,291.5,22.0,12.0,12.0,107.666664,107.666664
"Deep Dragon, Ancient",FToD,173.0,dragon,legendary,LL,19.0,6.0,22000.0,201.5,20.0,336.5,22.0,12.0,12.0,126.333336,126.333336
"Deep Dragon, Young",FToD,175.0,dragon,generic,N,5.0,3.0,1800.0,93.5,16.0,93.5,20.0,7.0,7.0,33.333332,33.333332
Deep Rothé,MPMotM,71.0,beast,generic,N,0.25,2.0,50.0,13.0,10.0,13.0,10.0,6.0,6.0,7.5,9.833333
Deep Rothé,VGtM,207.0,beast,legacy,N,0.25,2.0,50.0,13.0,10.0,13.0,10.0,6.0,6.0,9.833333,9.833333
Deep Scion,MPMotM,88.0,monstrosity,generic,N,3.0,2.0,700.0,67.5,11.0,67.5,11.0,6.0,6.0,21.5,21.5
Deep Scion,VGtM,135.0,humanoid,legacy,N,3.0,2.0,700.0,67.5,11.0,67.5,11.0,6.0,6.0,20.0,20.0
Deinonychus,MPMotM,95.0,beast,generic,N,1.0,2.0,200.0,26.0,13.0,26.0,13.0,4.0,5.0,19.5,21.666666
Deinonychus,VGtM,139.0,beast,legacy,N,1.0,2.0,200.0,26.0,13.0,26.0,13.0,4.0,4.0,20.0,20.0
Demilich,MM,48.0,undead,legendary,L,18.0,6.0,20000.0,80.0,20.0,448.8,24.0,11.0,11.0,63.0,63.0
Demilich,MM,48.0,undead,legendary,LL,20.0,6.0,25000.0,80.0,20.0,523.8,24.0,11.0,11.0,63.0,63.0
Demogorgon,MPMotM,90.0,fiend,unique,LL,26.0,8.0,90000.0,464.0,22.0,730.0,26.0,17.0,17.0,119.0,119.0
Demogorgon,MToF,144.0,fiend,legacy,LL,26.0,8.0,90000.0,406.0,22.0,620.0,28.0,17.0,17.0,118.0,118.0
Demogorgon,OotA,236.0,fiend,unique,LL,26.0,8.0,90000.0,493.0,22.0,728.8,28.0,17.0,17.0,172.0,172.0
Dermot Wurder (tier 1),CRCotN,188.0,humanoid,unique,N,3.0,2.0,700.0,44.0,17.0,44.0,17.0,5.0,5.0,16.5,16.5
Dermot Wurder (tier 2),CRCotN,191.0,humanoid,unique,N,5.0,3.0,1800.0,82.5,19.0,82.5,19.0,7.0,7.0,26.5,26.5
