Monster,Book,Page,Type,Size,Category,Legendary,CR,PB,XP,Str Mod,Dex Mod,Con Mod,Int Mod,Wis Mod,Cha Mod,Str Save,Dex Save,Con Save,Int Save,Wis Save,Cha Save,Blinded,Charmed,Deafened,Exhaustion,Frightened,Grappled,Incapacitated,Invisible,Paralyzed,Petrified,Poisoned,Prone,Restrained,Stunned,Unconscious,Bludgeoning,Piercing,Slashing,Acid,Cold,Fire,Force,Lightning,Necrotic,Poison,Psychic,Radiant,Thunder,Initiative,AC,adj AC,HP,adj HP,SB,adj SB,AB,adj AB,DPR,adj DPR,Save DC
Animated Rug of Smothering,MM (2024),17.0,Construct,Large,generic,N,2.0,2,300.0,3.0,2.0,0.0,-5.0,-4.0,-5.0,3,2,0,-5,-4,-5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,12.0,13.0,27.5,55.0,-1.5,-1.5,5.0,8.0,10.0,19.166666,
Ankheg,MM (2024),18.0,Monstrosity,Large,generic,N,2.0,2,300.0,3.0,0.0,2.0,-5.0,1.0,-2.0,3,0,2,-5,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,14.0,14.0,45.0,45.0,-0.2,-0.2,5.0,6.0,18.333334,18.333334,12.0
Ankylosaurus,MM (2024),348.0,Beast,Huge,generic,N,3.0,2,600.0,4.0,0.0,2.0,-4.0,1.0,-3.0,6,0,2,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,15.0,15.0,68.0,68.0,0.3,0.3,6.0,6.0,19.0,19.0,
Ape,MM (2024),348.0,Beast,Medium,generic,N,0.5,2,75.0,3.0,2.0,2.0,-2.0,1.0,-2.0,3,2,2,-2,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,19.5,19.5,0.7,0.7,5.0,5.0,11.0,11.0,
Arcanaloth,MM (2024),19.0,Fiend,Medium,generic,N,12.0,4,8200.0,3.0,1.0,2.0,5.0,3.0,3.0,3,5,6,9,7,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,5.0,18.0,18.0,175.5,256.9,5.5,9.5,9.0,9.0,91.5,109.799995,17.0
Arch-hag,MM (2024),21.0,Fey,Large,generic,L,21.0,7,33000.0,7.0,2.0,6.0,4.0,4.0,7.0,7,9,6,4,11,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,16.0,20.0,20.0,333.5,498.5,7.3,11.3,14.0,14.0,180.5,180.5,22.0
Arch-hag,MM (2024),21.0,Fey,Large,generic,LL,22.0,7,41000.0,7.0,2.0,6.0,4.0,4.0,7.0,7,9,6,4,11,7,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,16.0,20.0,20.0,333.5,528.5,7.3,11.3,14.0,14.0,198.0,198.0,22.0
Archelon,MM (2024),349.0,Beast,Huge,generic,N,4.0,2,1000.0,4.0,3.0,1.0,-3.0,2.0,-2.0,4,3,1,-3,2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,17.0,90.0,90.0,0.8,0.8,6.0,6.0,29.0,29.0,
Archmage,MM (2024),199.0,Humanoid,Medium,generic,N,12.0,4,8200.0,0.0,2.0,1.0,5.0,2.0,3.0,0,2,1,9,6,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,17.0,17.0,170.5,200.5,3.5,7.5,9.0,9.0,108.0,108.0,17.0
Archpriest,MM (2024),248.0,Humanoid,Medium,generic,N,12.0,4,8200.0,3.0,1.0,3.0,2.0,5.0,2.0,7,1,7,6,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,16.0,16.0,240.0,270.0,5.3,5.3,9.0,9.0,82.0,82.0,17.0
Assassin,MM (2024),22.0,Humanoid,Medium,generic,N,8.0,3,3500.0,0.0,4.0,2.0,3.0,0.0,0.0,0,7,2,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,10.0,16.0,20.0,97.5,97.5,2.5,8.5,7.0,7.0,88.5,88.5,
Awakened Shrub,MM (2024),23.0,Plant,Small,generic,N,0.0,2,7.0,-4.0,-1.0,0.0,0.0,0.0,-2.0,-4,-1,0,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,9.0,9.0,10.5,10.5,-1.2,-1.2,1.0,1.0,1.0,1.0,
Awakened Tree,MM (2024),23.0,Plant,Huge,generic,N,2.0,2,300.0,4.0,-2.0,2.0,0.0,0.0,-2.0,4,-2,2,0,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.0,13.0,13.0,59.5,119.0,0.3,0.3,6.0,6.0,13.0,13.0,
Axe Beak,MM (2024),24.0,Monstrosity,Large,generic,N,0.25,2,37.0,2.0,1.0,1.0,-4.0,0.0,-3.0,2,1,1,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,19.5,19.5,-0.5,-0.5,4.0,4.0,5.5,5.5,
Azer Pyromancer,MM (2024),25.0,Elemental,Medium,generic,N,6.0,3,2000.0,2.0,2.0,3.0,1.0,4.0,1.0,2,2,6,1,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,18.0,18.0,97.5,97.5,3.2,3.2,7.0,7.0,57.0,57.0,15.0
Azer Sentinel,MM (2024),25.0,Elemental,Medium,generic,N,2.0,2,300.0,3.0,1.0,2.0,1.0,1.0,0.0,3,1,4,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17.0,17.0,39.0,39.0,1.7,1.7,5.0,5.0,17.5,17.5,
Baboon,MM (2024),349.0,Beast,Small,generic,N,0.0,2,7.0,-1.0,2.0,0.0,-3.0,1.0,-2.0,-1,2,0,-3,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,3.5,3.5,-0.5,-0.5,1.0,2.0,1.5,1.5,
Badger,MM (2024),349.0,Beast,Tiny,generic,N,0.0,2,7.0,0.0,0.0,3.0,-4.0,1.0,-3.0,0,0,3,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,11.0,11.0,5.5,5.5,-0.5,-0.5,2.0,2.0,1.0,1.0,
Balor,MM (2024),26.0,Fiend,Huge,generic,L,19.0,6,22000.0,8.0,2.0,6.0,5.0,3.0,6.0,8,2,12,5,9,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.5,1.0,0.0,1.0,1.0,1.0,14.0,19.0,19.0,287.5,377.5,7.0,11.0,14.0,14.0,91.0,133.0,20.0
Bandit,MM (2024),27.0,Humanoid,Medium,generic,N,0.125,2,19.0,0.0,1.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,11.0,11.0,0.3,0.3,3.0,3.0,5.5,5.5,
Bandit Captain,MM (2024),27.0,Humanoid,Medium,generic,N,2.0,2,300.0,2.0,3.0,2.0,2.0,0.0,2.0,4,5,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,15.0,16.0,52.0,52.0,2.8,2.8,5.0,5.0,17.0,17.0,
Bandit Crime Lord,MM (2024),28.0,Humanoid,Medium,generic,N,11.0,4,6800.0,0.0,5.0,2.0,4.0,2.0,2.0,0,9,6,4,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,17.0,17.0,169.0,169.0,3.8,5.8,9.0,11.0,106.0,106.0,
Bandit Deceiver,MM (2024),28.0,Humanoid,Medium,generic,N,7.0,3,2600.0,-1.0,3.0,2.0,3.0,1.0,3.0,-1,6,2,6,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,16.0,16.0,130.0,130.0,2.8,2.8,6.0,6.0,55.5,55.5,14.0
Banshee,MM (2024),29.0,Undead,Medium,generic,N,4.0,2,1000.0,-5.0,2.0,0.0,1.0,0.0,3.0,-5,2,0,1,2,3,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.5,2.0,12.0,13.0,54.0,108.0,0.5,0.5,5.0,5.0,26.666666,26.666666,13.0
Barbed Devil,MM (2024),30.0,Fiend,Medium,generic,N,5.0,3,1400.0,3.0,3.0,4.0,1.0,2.0,2.0,6,3,7,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,15.0,15.0,110.5,110.5,4.5,8.5,6.0,6.0,35.0,35.0,
Barlgura,MM (2024),31.0,Fiend,Large,generic,N,5.0,3,1400.0,4.0,2.0,3.0,-2.0,2.0,-1.0,4,5,6,-2,2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,15.0,15.0,85.0,85.0,2.3,2.3,7.0,7.0,43.0,43.0,13.0
Basilisk,MM (2024),32.0,Monstrosity,Medium,generic,N,3.0,2,600.0,3.0,-1.0,2.0,-4.0,-1.0,-2.0,3,-1,2,-4,-1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,15.0,17.0,52.0,52.0,-0.5,-0.5,5.0,9.0,17.0,17.0,12.0
Bat,MM (2024),349.0,Beast,Tiny,generic,N,0.0,2,7.0,-4.0,2.0,-1.0,-4.0,1.0,-3.0,-4,2,-1,-4,1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,1.5,1.5,-1.5,-1.5,4.0,4.0,1.0,1.0,
Bearded Devil,MM (2024),33.0,Fiend,Medium,generic,N,3.0,2,600.0,3.0,2.0,2.0,-1.0,0.0,2.0,5,2,4,-1,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,13.0,13.0,58.5,58.5,2.3,6.3,5.0,5.0,27.0,27.0,12.0
Behir,MM (2024),34.0,Monstrosity,Huge,generic,N,11.0,4,6800.0,6.0,3.0,4.0,-2.0,2.0,1.0,6,3,4,-2,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,17.0,18.0,168.0,168.0,2.3,2.3,10.0,10.0,96.666664,96.666664,18.0
Beholder,MM (2024),36.0,Aberration,Large,generic,L,13.0,5,10000.0,3.0,2.0,4.0,3.0,2.0,3.0,3,2,9,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,18.0,20.0,190.0,280.0,4.5,4.5,8.0,8.0,126.0,131.04,16.0
Beholder,MM (2024),36.0,Aberration,Large,generic,LL,14.0,5,11500.0,3.0,2.0,4.0,3.0,2.0,3.0,3,2,9,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,18.0,20.0,190.0,310.0,4.5,4.5,8.0,8.0,153.0,159.12,16.0
Beholder Zombie,MM (2024),347.0,Undead,Large,generic,N,5.0,3,1400.0,2.0,-1.0,3.0,-4.0,-1.0,-3.0,2,-1,3,-4,2,-3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,15.0,16.0,93.5,107.5,-0.2,-0.2,6.0,6.0,25.75,30.9,14.0
Berserker,MM (2024),37.0,Humanoid,Medium,generic,N,2.0,2,300.0,3.0,1.0,3.0,-1.0,0.0,-1.0,3,1,3,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,67.5,67.5,0.8,2.8,5.0,7.0,9.5,9.5,
Berserker Commander,MM (2024),37.0,Humanoid,Medium,generic,N,8.0,3,3500.0,4.0,2.0,4.0,0.0,2.0,-1.0,7,2,7,0,2,-1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,16.0,16.0,136.0,136.0,2.8,2.8,7.0,9.0,63.0,63.0,
Black Bear,MM (2024),349.0,Beast,Medium,generic,N,0.5,2,75.0,2.0,1.0,2.0,-4.0,1.0,-2.0,2,1,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,19.5,19.5,0.0,0.0,4.0,4.0,11.0,11.0,
Black Dragon Wyrmling,MM (2024),38.0,Dragon,Medium,generic,N,2.0,2,300.0,2.0,2.0,1.0,0.0,0.0,1.0,2,4,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,17.0,17.0,33.0,33.0,1.7,1.7,4.0,4.0,25.666666,25.666666,11.0
Black Pudding,MM (2024),42.0,Ooze,Large,generic,N,4.0,2,1000.0,3.0,-3.0,3.0,-5.0,-2.0,-5.0,3,-3,3,-5,-2,-5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-3.0,7.0,7.0,68.0,136.0,-1.5,-1.5,5.0,5.0,44.166668,44.166668,
Blink Dog,MM (2024),46.0,Fey,Medium,generic,N,0.25,2,37.0,1.0,3.0,1.0,0.0,1.0,0.0,1,3,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,13.0,13.0,22.0,22.0,1.0,1.0,5.0,5.0,5.5,5.5,
Blob of Annihilation,MM (2024),47.0,Ooze,Gargantuan,generic,L,23.0,7,50000.0,8.0,2.0,9.0,0.0,3.0,0.0,8,9,16,0,3,0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,16.0,18.0,18.0,448.5,710.6,6.0,10.0,15.0,15.0,168.0,168.0,
Blood Hawk,MM (2024),350.0,Beast,Small,generic,N,0.125,2,19.0,-2.0,2.0,0.0,-4.0,2.0,-3.0,-2,2,0,-4,2,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,12.0,12.0,7.0,7.0,-0.8,-0.8,4.0,5.0,5.8333335,5.8333335,
Blue Dragon Wyrmling,MM (2024),48.0,Dragon,Medium,generic,N,3.0,2,600.0,3.0,0.0,2.0,1.0,0.0,2.0,3,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,17.0,65.0,65.0,2.0,2.0,5.0,5.0,30.0,30.0,12.0
Blue Slaad,MM (2024),285.0,Aberration,Large,generic,N,7.0,3,2600.0,5.0,2.0,4.0,-2.0,-2.0,-1.0,5,2,4,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.5,2.0,15.0,15.0,133.0,163.0,1.0,5.0,8.0,8.0,46.5,46.5,15.0
Boar,MM (2024),350.0,Beast,Medium,generic,N,0.25,2,37.0,1.0,0.0,2.0,-4.0,-1.0,-3.0,1,0,2,-4,-1,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,11.0,11.0,13.0,13.0,-0.8,-0.8,3.0,5.0,5.6666665,5.6666665,
Bone Devil,MM (2024),52.0,Fiend,Large,generic,N,9.0,4,4500.0,4.0,3.0,4.0,1.0,2.0,3.0,8,3,4,5,6,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,7.0,16.0,17.0,161.5,161.5,5.5,9.5,8.0,8.0,59.0,59.0,
Bone Naga,MM (2024),53.0,Undead,Large,generic,N,4.0,2,1000.0,2.0,3.0,1.0,3.0,2.0,2.0,2,3,1,3,2,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,15.0,15.0,65.0,75.0,2.2,2.2,5.0,5.0,39.0,39.0,13.0
Brass Dragon Wyrmling,MM (2024),54.0,Dragon,Medium,generic,N,1.0,2,150.0,2.0,0.0,1.0,0.0,0.0,1.0,2,2,1,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,15.0,22.0,22.0,1.3,1.3,4.0,4.0,14.333333,14.333333,11.0
Brazen Gorgon,MM (2024),149.0,Construct,Large,generic,N,9.0,4,4500.0,4.0,2.0,4.0,-4.0,2.0,-2.0,4,2,4,-4,2,-2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,19.0,19.0,161.5,161.5,1.0,1.0,8.0,10.0,59.833332,59.833332,16.0
Bronze Dragon Wyrmling,MM (2024),58.0,Dragon,Medium,generic,N,2.0,2,300.0,3.0,0.0,2.0,1.0,0.0,2.0,3,2,2,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,15.0,39.0,39.0,2.0,2.0,5.0,5.0,22.333334,22.333334,12.0
Brown Bear,MM (2024),350.0,Beast,Large,generic,N,1.0,2,150.0,3.0,1.0,2.0,-4.0,1.0,-2.0,3,1,2,-4,1,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,11.0,22.5,22.5,0.2,0.2,5.0,5.0,13.0,13.0,
Bugbear Stalker,MM (2024),63.0,Fey,Medium,generic,N,3.0,2,600.0,3.0,2.0,2.0,0.0,1.0,0.0,3,2,4,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,15.0,65.0,65.0,2.0,2.0,5.0,5.0,27.0,27.0,13.0
Bugbear Warrior,MM (2024),62.0,Fey,Medium,generic,N,1.0,2,150.0,2.0,2.0,1.0,-1.0,0.0,-1.0,2,2,1,-1,0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,14.0,14.0,33.0,33.0,0.5,0.5,4.0,6.0,9.0,9.0,
Bulette,MM (2024),63.0,Monstrosity,Large,generic,N,5.0,3,1400.0,4.0,0.0,5.0,-4.0,0.0,-3.0,4,0,5,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,17.0,94.5,94.5,0.3,0.3,7.0,7.0,35.666668,35.666668,15.0
Bulette Pup,MM (2024),63.0,Monstrosity,Medium,generic,N,2.0,2,300.0,3.0,-1.0,3.0,-4.0,0.0,-3.0,3,-1,3,-4,0,-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,16.0,16.0,45.0,45.0,-0.3,-0.3,5.0,5.0,14.0,14.0,
Bullywug Bog Sage,MM (2024),64.0,Fey,Medium,generic,N,4.0,2,1000.0,-1.0,3.0,2.0,0.0,3.0,1.0,-1,3,4,0,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,16.0,16.0,52.0,52.0,2.0,2.0,5.0,5.0,49.0,49.0,13.0
Bullywug Warrior,MM (2024),64.0,Fey,Medium,generic,N,0.25,2,37.0,1.0,2.0,1.0,-2.0,0.0,-2.0,1,2,1,-2,0,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,15.0,15.0,11.0,11.0,0.0,0.0,4.0,4.0,9.0,9.0,
Cambion,MM (2024),65.0,Fiend,Medium,generic,N,5.0,3,1400.0,4.0,4.0,3.0,2.0,1.0,3.0,7,4,6,5,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,1.0,4.0,19.0,19.0,105.0,105.0,4.8,4.8,7.0,7.0,31.0,31.0,
